Using Scylla optimized driver!!!
Configuration
Nodes:				18.133.174.82,13.134.144.48,3.9.75.51
Datacenter:			AWS_EU_WEST_2
Mode:				write
Workload:			uniform
Timeout (default):		PT10S
Timeout (read):			PT10S
Timeout (write):		PT5S
Timeout (CAS):			PT2S
Consistency level:		quorum
Partition count:		10000
Clustering rows:		50
Clustering row size:		fixed:4
Rows per request:		40
Page size:			1000
Concurrency:			1200
Connections:			16
Maximum rate:			unlimited
Client compression:		true
Max error/row:			unlimited
Max errors total:		unlimited
Retries (number):		10
Retries (interval):		80ms,1s
Retry handler:			sb
Hdr memory consumption:	434995200 bytes
08:54:55.988 [s0-admin-0] WARN  c.d.o.d.i.c.c.CqlRequestHandler - Query '[0 values] CREATE KEYSPACE IF NOT EXISTS scylla_bench WITH REPLICATION = { 'class':'NetworkTopologyStrategy','replication_factor':1 }' generated server side warning(s): Using Replication Factor replication_factor=1 lower than the minimum_replication_factor_warn_threshold=3 is not recommended.
    time   ops/s  rows/s errors max      99.9th   99th     95th     90th     median   mean    
     88s    2012   80491      0 1.11s    1.08s    946.34ms 798.49ms 736.10ms 485.75ms 517.76ms
     89s    1069   42793      0 1.09s    1.08s    1.02s    941.62ms 904.40ms 824.18ms 786.82ms
     90s    1298   51930      0 1.23s    1.22s    1.05s    960.50ms 908.59ms 691.54ms 727.49ms
     91s     989   39565      0 1.10s    1.09s    1.02s    975.70ms 957.87ms 771.75ms 797.52ms
     92s    1574   62986      0 1.01s    959.97ms 940.57ms 907.02ms 880.80ms 572.52ms 590.79ms
     93s    2826  113079      0 592.97ms 536.08ms 507.77ms 446.96ms 416.55ms 341.57ms 350.48ms
     94s    2894  115791      0 588.78ms 576.72ms 504.63ms 459.28ms 432.01ms 345.24ms 356.03ms
     95s    2877  115099      0 604.50ms 552.08ms 494.67ms 446.69ms 423.10ms 335.02ms 347.99ms
     96s    2933  117326      0 663.75ms 635.96ms 528.74ms 462.95ms 435.68ms 330.04ms 350.07ms
     97s    2806  112245      0 584.58ms 576.19ms 516.69ms 453.51ms 425.20ms 334.50ms 347.96ms
     98s    2916  116670      0 558.89ms 525.86ms 495.19ms 444.33ms 415.50ms 331.35ms 343.68ms
     99s    1941   77652      0 1.07s    1.05s    931.14ms 835.72ms 768.08ms 535.30ms 542.84ms
    100s    1243   49727      0 1.06s    1.06s    989.86ms 878.71ms 837.81ms 741.87ms 726.08ms
    101s    1003   40153      0 1.10s    1.09s    1.05s    941.62ms 908.07ms 810.55ms 784.43ms
    102s    1152   46086      0 1.11s    1.11s    1.05s    981.99ms 942.15ms 735.58ms 759.86ms
    103s    1830   73222      0 813.69ms 754.97ms 716.70ms 640.16ms 602.93ms 362.28ms 410.70ms
    104s    2963  118554      0 597.69ms 589.82ms 513.02ms 442.50ms 417.07ms 339.21ms 346.75ms
    105s    2853  114150      0 575.67ms 555.22ms 513.28ms 458.23ms 429.39ms 341.57ms 351.55ms
    106s    2485   99422      0 955.25ms 904.40ms 791.67ms 691.54ms 637.01ms 375.91ms 424.42ms
    107s    1303   52146      0 1.08s    1.02s    969.41ms 868.75ms 815.27ms 699.40ms 698.05ms
    108s    1133   45354      0 1.12s    1.10s    1.02s    926.42ms 872.42ms 736.10ms 743.07ms
    109s    1241   49653      0 1.09s    1.04s    924.32ms 860.36ms 837.29ms 758.64ms 730.63ms
    110s    1753   70149      0 847.77ms 837.29ms 793.25ms 667.94ms 535.04ms 376.18ms 411.01ms
    111s    2816  112659      0 649.59ms 643.83ms 504.10ms 454.82ms 422.31ms 331.09ms 346.29ms
    112s    2357   94291      0 964.17ms 928.51ms 856.16ms 744.49ms 613.42ms 404.23ms 439.30ms
    113s    1896   75866      0 847.77ms 831.00ms 790.10ms 761.79ms 697.83ms 443.02ms 478.92ms
    114s    2894  115777      0 541.59ms 526.39ms 497.81ms 442.76ms 410.26ms 330.30ms 338.97ms
    115s    2362   94486      0 909.64ms 893.91ms 802.68ms 698.35ms 635.96ms 396.36ms 438.41ms
    116s    1786   71452      0 1.01s    985.66ms 892.86ms 741.34ms 679.48ms 489.95ms 490.28ms
    117s    2738  109522      0 568.85ms 541.07ms 517.73ms 468.71ms 443.55ms 342.88ms 356.55ms
    118s    2322   92897      0 1.07s    1.01s    886.05ms 743.96ms 663.75ms 386.92ms 443.91ms
    119s    1831   73270      0 880.28ms 853.54ms 792.20ms 727.71ms 633.86ms 445.12ms 471.93ms
    120s    2775  111009      0 592.45ms 551.03ms 498.07ms 441.97ms 413.93ms 330.83ms 343.82ms
    121s    2964  118560      0 586.68ms 556.79ms 493.36ms 440.66ms 407.37ms 334.23ms 343.20ms
    122s    2579  103164      0 950.01ms 910.16ms 758.12ms 652.21ms 596.12ms 360.97ms 410.63ms
    123s    1867   74695      0 805.31ms 774.90ms 726.66ms 687.34ms 641.20ms 462.68ms 481.50ms
    124s    2851  114071      0 597.16ms 569.38ms 495.19ms 448.79ms 417.86ms 341.57ms 349.02ms
    125s    2951  118063      0 568.85ms 539.49ms 484.18ms 436.21ms 406.06ms 327.16ms 338.65ms
    126s    2867  114694      0 578.29ms 558.37ms 511.71ms 457.44ms 429.13ms 348.39ms 353.42ms
    127s    2416   96653      0 997.72ms 953.16ms 823.13ms 698.35ms 617.61ms 398.98ms 437.77ms
    128s    1704   68173      0 909.64ms 896.53ms 814.74ms 735.58ms 686.29ms 523.50ms 507.71ms
    129s    2523  100926      0 950.53ms 949.49ms 822.61ms 702.02ms 649.59ms 356.52ms 414.10ms
    130s    1303   52142      0 1.05s    1.05s    981.47ms 892.34ms 840.43ms 685.77ms 707.31ms
    131s    1785   71424      0 843.06ms 835.19ms 812.65ms 730.86ms 681.05ms 399.77ms 447.47ms
    132s    2742  109694      0 635.44ms 586.68ms 524.81ms 463.47ms 429.39ms 351.01ms 357.58ms
    133s    2978  119151      0 609.22ms 582.48ms 503.58ms 446.43ms 422.84ms 341.05ms 350.91ms
    134s    2930  117212      0 553.65ms 546.31ms 497.29ms 448.79ms 413.14ms 335.54ms 345.28ms
    135s    3000  120022      0 564.13ms 556.79ms 496.50ms 439.35ms 412.09ms 333.19ms 343.89ms
    136s    3065  122635      0 568.33ms 562.56ms 483.92ms 433.06ms 408.42ms 327.42ms 338.48ms
    137s    2516  100650      0 856.16ms 837.81ms 755.50ms 654.84ms 610.80ms 365.43ms 416.76ms
    138s    1841   73669      0 851.97ms 828.90ms 756.55ms 662.70ms 624.43ms 471.07ms 467.86ms
    139s    2186   87473      0 1.09s    1.07s    992.48ms 870.32ms 813.69ms 412.09ms 487.07ms
    140s    1114   44570      0 1.08s    1.08s    994.05ms 935.85ms 912.26ms 779.09ms 746.23ms
    141s    1236   49453      0 960.50ms 934.28ms 897.06ms 817.36ms 797.44ms 700.45ms 660.81ms
    142s    2750  110004      0 623.38ms 568.85ms 528.22ms 468.19ms 434.11ms 352.06ms 356.25ms
    143s    2888  115536      0 621.81ms 554.17ms 509.61ms 453.77ms 416.02ms 341.57ms 349.78ms
    144s    2940  117627      0 574.62ms 565.18ms 512.49ms 448.27ms 415.24ms 329.52ms 342.82ms
    145s    2100   84019      0 1.02s    995.62ms 901.25ms 794.30ms 735.05ms 485.75ms 509.17ms
    146s    1257   50292      0 1.52s    1.24s    1.14s    1.01s    903.35ms 638.06ms 663.84ms
    148s    1078   43122      0 1.23s    1.20s    1.15s    1.07s    1.04s    823.66ms 846.81ms
    148s    1259   50363      0 1.00s    989.86ms 966.26ms 896.01ms 856.16ms 627.57ms 624.83ms
    149s    1925   77020      0 827.33ms 824.71ms 732.95ms 665.85ms 638.58ms 491.78ms 509.38ms
    150s    2560  102414      0 726.66ms 721.94ms 552.08ms 484.97ms 451.67ms 354.94ms 368.43ms
    151s    2440   97613      0 725.61ms 707.26ms 648.54ms 557.32ms 529.53ms 395.58ms 407.08ms
    152s    1809   72399      0 943.72ms 922.22ms 837.29ms 750.26ms 719.32ms 571.47ms 564.26ms
    153s    1463   58547      0 1.11s    1.08s    984.09ms 842.01ms 797.44ms 628.10ms 646.03ms
    154s    1137   45507      0 1.19s    1.17s    1.11s    916.98ms 866.65ms 740.82ms 731.36ms
    155s    1156   46261      0 1.12s    1.11s    997.20ms 940.05ms 900.73ms 783.29ms 758.20ms
    156s    1137   45507      0 1.25s    1.20s    1.04s    949.49ms 904.40ms 790.63ms 746.37ms
    157s    1159   46360      0 1.10s    1.08s    1.06s    1.02s    998.77ms 705.17ms 762.02ms
    158s    1745   69825      0 898.63ms 885.52ms 767.56ms 687.34ms 653.79ms 493.62ms 504.57ms
    159s    1757   70282      0 1.10s    1.04s    958.92ms 832.05ms 795.87ms 523.24ms 541.48ms
    160s    1201   48078      0 952.11ms 943.19ms 886.57ms 820.51ms 794.30ms 700.97ms 691.25ms
    161s    2306   92278      0 653.26ms 630.72ms 590.35ms 536.08ms 496.24ms 350.22ms 371.42ms
    162s    2960  118436      0 637.53ms 601.36ms 523.50ms 455.61ms 427.03ms 334.23ms 347.47ms
    163s    2646  105871      0 765.46ms 699.40ms 626.00ms 529.01ms 491.26ms 387.45ms 390.82ms
    164s    2818  112744      0 582.48ms 569.90ms 519.83ms 450.63ms 421.53ms 336.33ms 347.95ms
    165s    2725  109027      0 846.20ms 800.59ms 725.61ms 606.60ms 533.99ms 343.41ms 382.98ms
    166s    1397   55913      0 1.07s    1.06s    970.46ms 881.85ms 831.52ms 663.75ms 674.57ms
    167s    1092   43690      0 1.09s    1.07s    1.01s    901.78ms 877.13ms 773.32ms 735.08ms
    168s    1164   46564      0 1.18s    1.18s    1.03s    960.50ms 947.91ms 784.33ms 775.12ms
    169s    1068   42726      0 1.30s    1.30s    1.20s    1.07s    983.04ms 802.16ms 787.73ms
    170s    1256   50268      0 1.12s    1.12s    1.02s    963.64ms 914.88ms 697.30ms 646.78ms
    171s    1956   78259      0 1.02s    1.01s    942.67ms 817.36ms 767.03ms 510.39ms 524.86ms
    172s    1100   44015      0 1.22s    1.18s    1.05s    998.24ms 973.08ms 812.12ms 808.26ms
    173s    1269   50776      0 968.36ms 916.98ms 898.11ms 794.30ms 756.55ms 572.52ms 581.58ms
    174s    1567   62699      0 1.17s    1.16s    1.08s    925.37ms 888.67ms 643.83ms 667.46ms
    175s     985   39407      0 1.22s    1.20s    1.15s    1.11s    1.06s    775.42ms 845.61ms
    176s    1167   46719      0 1.10s    1.10s    1.04s    1.00s    975.70ms 755.50ms 799.32ms
    177s    1048   41950      0 1.18s    1.18s    1.02s    975.18ms 945.82ms 778.04ms 777.33ms
    178s    1044   41793      0 1.11s    1.09s    1.03s    970.98ms 953.68ms 791.67ms 781.93ms
    179s    1210   48403      0 1.24s    1.15s    1.05s    1.01s    967.84ms 666.37ms 747.20ms
    180s    1016   40665      0 1.25s    1.18s    1.15s    1.05s    996.67ms 780.14ms 819.88ms
    181s    1326   53065      0 1.13s    1.12s    1.04s    963.64ms 921.70ms 698.88ms 745.00ms
    182s    1004   40194      0 1.22s    1.20s    1.09s    1.03s    991.43ms 792.72ms 799.14ms
    183s    1144   45767      0 1.15s    1.15s    1.02s    973.60ms 949.49ms 739.77ms 768.47ms
    184s    1743   69729      0 869.79ms 835.19ms 739.77ms 679.48ms 638.06ms 430.96ms 452.88ms
    185s    2909  116370      0 631.77ms 577.24ms 510.92ms 461.37ms 427.82ms 347.60ms 358.48ms
    186s    2742  109688      0 678.95ms 669.52ms 574.62ms 505.94ms 477.10ms 370.41ms 381.04ms
    187s    2588  103520      0 634.91ms 619.18ms 534.77ms 479.99ms 453.77ms 367.79ms 373.30ms
    188s    1931   77267      0 889.72ms 888.14ms 803.73ms 707.79ms 671.61ms 501.74ms 517.63ms
    189s    2786  111441      0 602.41ms 568.33ms 521.67ms 460.06ms 425.20ms 341.57ms 352.03ms
    190s    2750  110016      0 640.68ms 626.00ms 548.41ms 488.37ms 465.83ms 360.97ms 373.42ms
    191s    2507  100283      0 683.67ms 675.81ms 644.87ms 505.68ms 462.68ms 368.05ms 379.48ms
    192s    2560  102436      0 838.34ms 762.31ms 650.12ms 579.86ms 538.97ms 359.40ms 396.81ms
    193s    2039   81581      0 1.06s    1.02s    878.18ms 716.18ms 620.23ms 417.33ms 445.15ms
    194s    1157   46285      0 1.18s    1.15s    1.09s    1.03s    979.89ms 796.92ms 799.60ms
    195s    1008   40323      0 1.22s    1.17s    1.06s    1.02s    994.57ms 740.82ms 794.35ms
    196s    1199   47979      0 1.12s    1.11s    1.06s    1.02s    989.33ms 646.45ms 701.71ms
    197s    1738   69533      0 1.05s    1.03s    951.58ms 867.70ms 819.46ms 490.73ms 549.78ms
    198s    1175   47005      0 1.02s    1.02s    926.94ms 856.16ms 813.69ms 633.86ms 652.55ms
    199s    1537   61498      0 1.00s    984.09ms 927.99ms 840.96ms 804.26ms 521.93ms 545.18ms
    200s    3014  120583      0 622.85ms 588.25ms 525.60ms 454.30ms 422.84ms 328.20ms 344.98ms
    201s    1991   79648      0 1.14s    1.13s    991.95ms 890.77ms 822.08ms 488.90ms 539.56ms
    202s    1078   43145      0 1.22s    1.19s    1.10s    1.01s    985.66ms 776.99ms 801.15ms
    203s    1011   40455      0 1.21s    1.16s    1.10s    1.07s    1.04s    778.57ms 830.91ms
    204s    1180   47220      0 1.15s    1.13s    1.01s    936.38ms 912.26ms 727.19ms 746.57ms
    205s    1126   45060      0 1.13s    1.12s    979.37ms 922.22ms 902.30ms 749.21ms 742.55ms
    206s    2035   81425      0 842.53ms 837.29ms 664.27ms 618.66ms 583.53ms 419.69ms 432.89ms
    207s    1771   70877      0 1.09s    946.86ms 914.88ms 761.27ms 726.66ms 548.41ms 560.35ms
    208s    2705  108234      0 676.86ms 592.97ms 538.97ms 467.40ms 438.04ms 342.10ms 356.79ms
    209s    2893  115740      0 580.91ms 569.90ms 497.81ms 446.17ms 416.81ms 333.71ms 345.63ms
    210s    3040  121612      0 544.74ms 541.07ms 490.47ms 437.26ms 409.73ms 321.65ms 337.23ms
    211s    3067  122685      0 562.04ms 558.37ms 500.17ms 438.30ms 401.87ms 326.11ms 337.81ms
    212s    3054  122199      0 538.97ms 528.22ms 486.54ms 434.11ms 400.29ms 327.16ms 337.98ms
    213s    2866  114677      0 583.53ms 559.94ms 529.79ms 460.32ms 429.65ms 344.98ms 355.20ms
    214s    2716  108646      0 913.31ms 875.04ms 744.49ms 604.50ms 514.33ms 347.60ms 379.71ms
    215s    1363   54531      0 1.04s    1.04s    989.86ms 898.63ms 840.43ms 695.73ms 692.43ms
    216s    1156   46279      0 1.22s    1.12s    1.01s    944.24ms 901.78ms 804.78ms 772.10ms
    217s    1093   43750      0 1.13s    1.13s    994.57ms 901.25ms 877.66ms 786.96ms 745.92ms
    218s    1066   42674      0 1.17s    1.14s    1.05s    914.88ms 887.62ms 823.13ms 778.30ms
    219s    1208   48338      0 1.21s    1.21s    1.05s    930.09ms 893.91ms 785.38ms 749.11ms
    220s    1083   43321      0 1.08s    1.07s    999.82ms 891.29ms 861.41ms 763.36ms 734.83ms
    221s    1395   55837      0 1.03s    1.03s    998.24ms 867.17ms 856.69ms 622.85ms 611.58ms
    222s    2932  117316      0 574.62ms 565.18ms 510.66ms 454.03ms 422.84ms 337.38ms 348.06ms
    223s    2963  118531      0 613.42ms 586.68ms 526.12ms 459.28ms 421.79ms 333.19ms 348.51ms
    224s    2725  109018      0 664.80ms 628.62ms 548.41ms 494.93ms 458.75ms 361.50ms 369.49ms
    225s    2586  103470      0 617.61ms 612.89ms 559.94ms 502.27ms 462.95ms 362.55ms 373.12ms
    226s    2831  113246      0 623.90ms 601.88ms 521.14ms 459.54ms 423.62ms 342.62ms 352.71ms
    227s    2793  111748      0 569.90ms 538.97ms 502.79ms 455.87ms 427.03ms 344.72ms 352.50ms
    228s    2858  114335      0 643.30ms 637.01ms 515.64ms 465.83ms 435.68ms 347.87ms 356.94ms
    229s    2886  115478      0 638.58ms 591.92ms 537.92ms 479.20ms 454.82ms 345.24ms 364.27ms
    230s    2777  111111      0 572.52ms 561.51ms 510.39ms 454.03ms 423.36ms 341.84ms 350.03ms
    231s    3002  120102      0 629.67ms 555.22ms 506.46ms 444.33ms 419.43ms 326.37ms 342.59ms
    232s    2537  101489      0 1.02s    973.08ms 876.09ms 762.84ms 638.06ms 363.33ms 415.85ms
    233s    1349   53962      0 1.01s    1.01s    953.68ms 848.30ms 805.83ms 671.61ms 670.46ms
    234s    2298   91949      0 722.99ms 611.84ms 530.84ms 486.28ms 460.59ms 354.42ms 368.40ms
    235s    1925   77014      0 1.12s    1.09s    926.42ms 842.53ms 782.24ms 519.31ms 539.76ms
    236s    1241   49650      0 1.20s    1.20s    1.01s    881.85ms 842.53ms 722.47ms 719.25ms
    237s    1009   40378      0 1.20s    1.19s    1.15s    1.08s    1.02s    812.12ms 817.99ms
    238s    1106   44272      0 1.49s    1.49s    1.43s    1.18s    1.10s    783.81ms 864.83ms
    240s     906   36277      0 1.23s    1.21s    1.17s    1.11s    1.07s    777.52ms 844.60ms
    240s     930   37218      0 1.16s    1.15s    1.12s    1.07s    1.05s    752.88ms 826.24ms
    241s    1071   42859      0 1.19s    1.15s    1.05s    1.01s    971.51ms 729.28ms 784.04ms
    242s    1175   47035      0 1.19s    1.16s    1.03s    974.65ms 934.81ms 775.42ms 759.24ms
    243s    1018   40738      0 1.12s    1.11s    1.02s    982.52ms 960.50ms 761.27ms 780.20ms
    244s    1333   53343      0 1.13s    1.12s    977.27ms 901.25ms 869.79ms 675.81ms 700.56ms
    245s    1484   59366      0 944.77ms 934.28ms 803.21ms 749.21ms 692.58ms 513.80ms 538.25ms
    246s    1595   63830      0 968.88ms 914.36ms 825.75ms 763.89ms 725.09ms 591.92ms 590.98ms
    247s    2040   81616      0 1.01s    1.01s    857.21ms 741.34ms 687.87ms 444.07ms 483.32ms
