Using Scylla optimized driver!!!
Configuration
Nodes:				18.133.174.82,13.134.144.48,3.9.75.51
Datacenter:			AWS_EU_WEST_2
Mode:				write
Workload:			uniform
Timeout (default):		PT10S
Timeout (read):			PT10S
Timeout (write):		PT5S
Timeout (CAS):			PT2S
Consistency level:		quorum
Partition count:		10000
Clustering rows:		50
Clustering row size:		fixed:4
Rows per request:		40
Page size:			1000
Concurrency:			1200
Connections:			16
Maximum rate:			unlimited
Client compression:		true
Max error/row:			unlimited
Max errors total:		unlimited
Retries (number):		10
Retries (interval):		80ms,1s
Retry handler:			sb
Hdr memory consumption:	434995200 bytes
08:54:56.378 [s0-admin-0] WARN  c.d.o.d.i.c.c.CqlRequestHandler - Query '[0 values] CREATE KEYSPACE IF NOT EXISTS scylla_bench WITH REPLICATION = { 'class':'NetworkTopologyStrategy','replication_factor':1 }' generated server side warning(s): Using Replication Factor replication_factor=1 lower than the minimum_replication_factor_warn_threshold=3 is not recommended.
    time   ops/s  rows/s errors max      99.9th   99th     95th     90th     median   mean    
     35s    2624  104967      0 637.01ms 631.24ms 542.11ms 491.00ms 466.62ms 357.56ms 372.29ms
     36s    2927  117108      0 731.91ms 622.33ms 548.41ms 467.14ms 428.34ms 351.27ms 358.24ms
     37s    2338   93538      0 836.76ms 810.02ms 705.69ms 626.00ms 589.30ms 402.65ms 433.09ms
     38s    1669   66779      0 1.08s    1.07s    956.83ms 869.27ms 816.32ms 627.57ms 608.92ms
     39s     973   38950      0 1.24s    1.24s    1.12s    1.04s    1.02s    875.56ms 853.82ms
     40s    1158   46357      0 1.06s    1.06s    981.47ms 879.76ms 823.66ms 656.93ms 664.52ms
     41s    2528  101150      0 556.79ms 542.11ms 513.54ms 469.76ms 441.19ms 352.06ms 359.95ms
     42s    2873  114925      0 627.05ms 578.81ms 510.13ms 465.31ms 427.29ms 336.33ms 349.51ms
     43s    2881  115254      0 566.76ms 545.78ms 510.13ms 464.78ms 436.99ms 343.41ms 355.33ms
     44s    2833  113343      0 653.26ms 607.13ms 544.21ms 465.83ms 434.90ms 355.21ms 364.11ms
     45s    2891  115643      0 663.22ms 651.69ms 519.83ms 460.32ms 423.36ms 340.79ms 351.79ms
     46s    1812   72483      0 1.14s    1.03s    927.47ms 816.32ms 761.27ms 582.48ms 565.67ms
     47s    1156   46253      0 1.12s    1.11s    1.04s    900.20ms 864.55ms 774.90ms 739.99ms
     48s    1806   72267      0 786.43ms 759.69ms 708.84ms 645.92ms 599.79ms 440.40ms 457.06ms
     49s    3052  122084      0 588.25ms 558.89ms 503.05ms 446.17ms 414.71ms 340.00ms 347.25ms
     50s    2876  115077      0 595.07ms 585.11ms 511.97ms 458.23ms 424.67ms 338.43ms 349.60ms
     51s    2933  117350      0 596.64ms 585.11ms 502.01ms 455.08ms 425.20ms 339.21ms 350.24ms
     52s    1768   70732      0 1.10s    1.09s    952.11ms 819.46ms 784.86ms 609.75ms 586.81ms
     53s    1944   77766      0 796.39ms 780.14ms 769.65ms 750.26ms 693.11ms 360.45ms 431.44ms
     54s    2797  111910      0 624.95ms 601.88ms 522.45ms 467.93ms 440.40ms 362.81ms 369.08ms
     55s    1702   68105      0 1.15s    1.09s    1.01s    902.82ms 851.97ms 598.74ms 599.15ms
     56s     987   39501      0 1.23s    1.23s    1.11s    1.06s    1.03s    850.92ms 840.33ms
     57s    1082   43300      0 1.11s    1.10s    1.05s    948.96ms 911.21ms 730.86ms 734.59ms
     58s    1972   78912      0 724.04ms 719.85ms 697.83ms 609.22ms 533.20ms 391.38ms 412.45ms
     59s    2775  111008      0 622.33ms 603.98ms 548.93ms 482.08ms 451.41ms 363.33ms 371.33ms
     60s    2689  107561      0 601.88ms 573.57ms 514.06ms 457.44ms 430.96ms 348.13ms 358.64ms
     61s    2659  106376      0 590.35ms 583.53ms 517.47ms 467.14ms 435.42ms 346.55ms 356.29ms
     62s    2694  107797      0 637.53ms 569.90ms 523.24ms 467.40ms 428.87ms 352.32ms 359.46ms
     63s    3001  120057      0 648.02ms 579.34ms 512.49ms 457.97ms 435.16ms 340.79ms 354.78ms
     64s    2875  115020      0 616.04ms 593.49ms 494.67ms 436.47ms 408.16ms 336.33ms 343.33ms
     65s    1916   76675      0 1.07s    1.05s    822.61ms 757.07ms 720.90ms 565.71ms 545.64ms
     66s    2006   80262      0 990.90ms 972.55ms 815.27ms 612.37ms 552.08ms 384.57ms 414.91ms
     67s    2591  103640      0 674.23ms 665.32ms 629.15ms 527.17ms 501.74ms 365.43ms 382.93ms
     68s    2827  113101      0 586.68ms 548.41ms 523.50ms 468.98ms 436.47ms 355.21ms 363.00ms
     69s    2376   95077      0 790.63ms 756.02ms 680.00ms 597.16ms 565.18ms 427.56ms 438.04ms
     70s    2633  105355      0 915.41ms 817.36ms 651.17ms 522.45ms 478.67ms 384.04ms 394.74ms
     71s    1363   54544      0 1.14s    1.11s    1.04s    923.27ms 869.79ms 689.96ms 694.33ms
     72s    1819   72760      0 698.88ms 687.87ms 656.93ms 617.09ms 583.53ms 423.10ms 444.35ms
     73s    2818  112731      0 837.81ms 780.66ms 537.92ms 464.78ms 443.55ms 354.16ms 365.59ms
     74s    1602   64100      0 1.24s    1.09s    1.02s    935.33ms 894.96ms 655.36ms 651.43ms
     75s    1074   42965      0 1.32s    1.31s    1.19s    1.11s    1.08s    848.82ms 854.76ms
     77s     983   39326      0 1.33s    1.33s    1.21s    1.15s    1.12s    801.11ms 847.93ms
     77s     893   35749      0 1.29s    1.28s    1.21s    1.11s    1.03s    795.34ms 786.22ms
     78s    2244   89789      0 616.04ms 585.63ms 533.20ms 468.19ms 434.11ms 348.91ms 359.47ms
     79s    2942  117701      0 568.33ms 555.75ms 496.50ms 452.20ms 413.66ms 334.50ms 346.93ms
     80s    2946  117841      0 568.85ms 546.83ms 497.29ms 440.40ms 413.14ms 328.73ms 341.04ms
     81s    2984  119391      0 579.86ms 554.70ms 507.77ms 450.10ms 423.62ms 337.90ms 350.46ms
     82s    2955  118217      0 585.63ms 542.11ms 495.71ms 440.14ms 414.19ms 330.04ms 341.80ms
     83s    2947  117901      0 583.01ms 560.99ms 506.46ms 452.98ms 418.91ms 335.02ms 346.55ms
     84s    3062  122507      0 547.88ms 543.69ms 489.68ms 432.01ms 405.27ms 327.94ms 337.52ms
     85s    2896  115840      0 643.83ms 641.20ms 540.54ms 465.57ms 450.36ms 347.34ms 358.86ms
     86s    2141   85646      0 846.73ms 811.60ms 732.43ms 610.27ms 579.86ms 449.84ms 453.09ms
     87s    2293   91739      0 883.43ms 761.79ms 634.91ms 535.82ms 494.93ms 384.83ms 397.03ms
     88s    1466   58641      0 1.12s    1.10s    1.03s    912.26ms 866.65ms 665.85ms 673.55ms
     89s    1161   46447      0 1.10s    1.05s    994.05ms 943.72ms 911.74ms 786.43ms 761.28ms
     90s    1061   42444      0 1.17s    1.15s    1.06s    999.82ms 963.64ms 785.91ms 762.72ms
     91s    1228   49151      0 1.12s    1.08s    969.41ms 926.94ms 911.21ms 719.85ms 743.82ms
     92s    1721   68860      0 805.31ms 783.81ms 732.43ms 573.05ms 492.83ms 381.68ms 395.91ms
     93s    2883  115339      0 570.43ms 555.22ms 505.15ms 451.94ms 423.10ms 336.33ms 349.80ms
     94s    2920  116824      0 612.89ms 591.40ms 509.87ms 467.66ms 430.70ms 340.79ms 354.94ms
     95s    2933  117356      0 570.43ms 542.64ms 496.76ms 440.66ms 410.52ms 331.35ms 343.22ms
     96s    2835  113423      0 674.76ms 628.10ms 551.03ms 484.18ms 459.28ms 363.59ms 372.87ms
     97s    2832  113288      0 559.42ms 542.64ms 500.70ms 450.10ms 415.50ms 330.04ms 343.12ms
     98s    2726  109049      0 923.27ms 896.01ms 717.23ms 552.60ms 496.76ms 351.27ms 377.27ms
     99s    1383   55342      0 1.11s    1.10s    958.92ms 864.55ms 807.93ms 693.11ms 680.71ms
    100s    1081   43267      0 1.11s    1.07s    1.01s    872.94ms 837.81ms 773.32ms 747.44ms
    101s    1232   49309      0 1.11s    1.11s    1.04s    946.34ms 916.46ms 810.02ms 774.34ms
    102s    1050   42002      0 1.12s    1.11s    1.06s    1.00s    969.93ms 720.90ms 748.23ms
    103s    2480   99238      0 598.74ms 569.90ms 515.64ms 457.44ms 432.01ms 352.32ms 358.29ms
    104s    2993  119758      0 596.12ms 551.55ms 501.22ms 446.96ms 421.53ms 339.48ms 350.14ms
    105s    2852  114095      0 571.47ms 544.21ms 496.24ms 443.55ms 416.81ms 334.76ms 346.02ms
    106s    1915   76622      0 963.12ms 961.02ms 883.95ms 770.18ms 708.31ms 552.08ms 537.62ms
    107s    1199   47963      0 1.05s    1.03s    966.26ms 879.23ms 815.79ms 736.62ms 730.89ms
    108s    1183   47358      0 1.12s    1.12s    1.01s    904.92ms 872.42ms 753.93ms 747.24ms
    109s    1066   42647      0 1.10s    1.08s    918.03ms 868.22ms 839.91ms 741.87ms 711.95ms
    110s    2562  102508      0 812.65ms 802.68ms 698.35ms 519.83ms 473.43ms 355.47ms 374.03ms
    111s    2828  113133      0 661.13ms 634.91ms 525.34ms 482.08ms 449.58ms 343.15ms 359.26ms
    112s    1849   73999      0 1.02s    1.01s    894.44ms 807.40ms 769.13ms 536.87ms 551.09ms
    113s    2186   87448      0 610.27ms 586.68ms 532.41ms 489.16ms 460.59ms 357.04ms 373.10ms
    114s    2852  114099      0 599.26ms 541.59ms 504.89ms 452.72ms 424.67ms 333.97ms 346.77ms
    115s    1994   79797      0 1.02s    920.13ms 864.55ms 765.98ms 716.70ms 547.88ms 529.80ms
    116s    2239   89590      0 975.18ms 955.78ms 830.47ms 628.10ms 538.44ms 391.91ms 415.86ms
    117s    2838  113533      0 625.48ms 588.25ms 515.11ms 463.99ms 448.00ms 344.46ms 358.97ms
    118s    1831   73278      0 975.18ms 957.35ms 870.32ms 802.68ms 753.93ms 561.51ms 554.71ms
    119s    2189   87562      0 588.25ms 568.85ms 523.76ms 480.25ms 452.98ms 359.14ms 372.37ms
    120s    2860  114439      0 587.73ms 553.65ms 504.89ms 443.55ms 413.14ms 338.69ms 346.82ms
    121s    2905  116222      0 552.60ms 542.64ms 501.22ms 444.07ms 414.71ms 331.61ms 341.81ms
    122s    2050   82031      0 877.66ms 860.88ms 797.44ms 712.51ms 677.38ms 524.81ms 509.28ms
    123s    2243   89755      0 640.68ms 638.06ms 572.52ms 515.90ms 480.77ms 376.96ms 389.56ms
    124s    2835  113434      0 552.60ms 546.31ms 504.37ms 453.77ms 420.22ms 333.19ms 347.24ms
    125s    2957  118295      0 548.41ms 530.84ms 487.33ms 440.93ms 415.50ms 330.56ms 341.68ms
    126s    2701  108073      0 609.22ms 579.86ms 519.83ms 466.35ms 435.95ms 352.06ms 358.67ms
    127s    2015   80637      0 1.04s    924.84ms 846.20ms 769.13ms 718.27ms 539.49ms 538.10ms
    128s    2124   84995      0 684.20ms 675.28ms 629.15ms 595.07ms 531.10ms 344.98ms 374.81ms
    129s    1994   79773      0 996.15ms 947.39ms 861.41ms 764.41ms 720.90ms 553.65ms 528.07ms
    130s    1241   49670      0 1.06s    1.06s    1.01s    922.22ms 851.44ms 688.91ms 709.63ms
    131s    2343   93756      0 643.30ms 559.42ms 503.05ms 459.80ms 431.49ms 354.94ms 359.47ms
    132s    2821  112865      0 637.53ms 624.43ms 523.24ms 459.28ms 424.41ms 348.39ms 355.17ms
    133s    2795  111818      0 593.49ms 592.45ms 525.60ms 453.51ms 430.96ms 342.10ms 355.16ms
    134s    3004  120162      0 559.94ms 543.16ms 503.32ms 449.31ms 414.19ms 335.02ms 344.94ms
    135s    3071  122862      0 551.55ms 535.82ms 492.31ms 445.12ms 417.07ms 332.40ms 343.30ms
    136s    3023  120935      0 550.50ms 540.54ms 481.56ms 433.32ms 402.13ms 329.78ms 340.29ms
    137s    2043   81726      0 889.19ms 871.89ms 792.20ms 715.13ms 670.56ms 531.63ms 506.26ms
    138s    2343   93737      0 660.60ms 635.44ms 601.36ms 531.10ms 492.83ms 342.36ms 375.72ms
    139s    1664   66584      0 1.09s    1.04s    984.61ms 911.74ms 881.33ms 634.39ms 635.88ms
    140s    1191   47670      0 1.04s    1.03s    950.53ms 885.00ms 858.26ms 748.68ms 728.29ms
    141s    1767   70680      0 933.23ms 892.86ms 828.38ms 777.52ms 737.15ms 398.20ms 479.82ms
    142s    2821  112864      0 601.36ms 592.45ms 534.51ms 473.17ms 434.37ms 355.47ms 361.29ms
    143s    3045  121834      0 541.59ms 536.61ms 488.64ms 443.81ms 411.83ms 333.45ms 345.46ms
    144s    2856  114248      0 825.23ms 751.83ms 618.66ms 493.09ms 442.76ms 347.34ms 360.82ms
    145s    1597   63886      0 1.06s    1.05s    933.76ms 837.81ms 795.87ms 614.47ms 617.95ms
    147s    1303   52139      0 1.31s    1.26s    1.14s    1.10s    1.03s    719.85ms 765.02ms
    147s     944   37764      0 1.25s    1.23s    1.11s    1.06s    999.29ms 768.61ms 804.28ms
    148s    1638   65520      0 819.99ms 817.36ms 770.70ms 719.85ms 648.54ms 491.52ms 512.32ms
    149s    1911   76443      0 853.02ms 807.40ms 718.27ms 660.60ms 633.86ms 458.23ms 481.21ms
    150s    2657  106312      0 771.75ms 716.70ms 633.34ms 552.08ms 517.73ms 361.50ms 390.88ms
    151s    2347   93917      0 933.76ms 923.27ms 754.45ms 628.10ms 553.65ms 403.44ms 418.34ms
    152s    1514   60569      0 974.65ms 890.77ms 825.75ms 751.30ms 713.03ms 597.16ms 604.39ms
    153s    1310   52406      0 1.11s    1.04s    968.36ms 874.51ms 830.47ms 717.23ms 695.45ms
    154s    1168   46748      0 1.14s    1.14s    1.04s    952.63ms 894.44ms 762.31ms 764.37ms
    155s    1022   40898      0 1.09s    1.08s    991.95ms 914.88ms 884.47ms 787.48ms 746.65ms
    156s    1138   45532      0 1.31s    1.22s    1.09s    1.03s    999.29ms 819.46ms 800.55ms
    157s    1143   45726      0 1.08s    1.02s    1.00s    943.72ms 859.83ms 594.54ms 603.81ms
    158s    2135   85405      0 942.15ms 887.10ms 760.74ms 687.34ms 656.41ms 482.61ms 480.82ms
    159s    1560   62425      0 1.10s    1.10s    986.19ms 879.23ms 822.61ms 664.80ms 646.39ms
    160s    1460   58419      0 1.04s    988.81ms 875.56ms 780.14ms 753.93ms 641.73ms 595.98ms
    161s    2825  113025      0 569.38ms 552.60ms 503.84ms 446.43ms 425.20ms 338.43ms 348.32ms
    162s    2835  113403      0 693.11ms 651.69ms 577.24ms 477.10ms 437.26ms 341.05ms 356.62ms
    163s    2592  103689      0 696.78ms 667.42ms 597.69ms 521.14ms 487.06ms 374.87ms 386.70ms
    164s    2921  116865      0 572.52ms 540.02ms 505.15ms 450.89ms 417.60ms 338.43ms 348.50ms
    165s    2229   89164      0 923.27ms 872.94ms 800.06ms 700.45ms 660.60ms 448.27ms 463.96ms
    166s    1282   51287      0 1.10s    1.10s    995.62ms 914.36ms 876.61ms 708.31ms 717.62ms
    167s    1226   49078      0 1.13s    1.05s    1.02s    937.95ms 907.54ms 762.84ms 736.44ms
    168s    1048   41956      0 1.18s    1.13s    1.06s    987.76ms 964.17ms 774.37ms 781.24ms
    169s    1205   48237      0 1.24s    1.24s    1.14s    1.01s    988.81ms 784.86ms 796.98ms
    170s    1573   62932      0 1.01s    1.01s    742.39ms 672.14ms 605.55ms 402.92ms 419.48ms
    172s    1435   57402      0 1.28s    1.16s    1.02s    941.62ms 875.04ms 683.15ms 688.74ms
    172s    1104   44174      0 1.20s    1.17s    1.07s    990.38ms 970.98ms 768.61ms 785.80ms
    173s    1627   65099      0 1.22s    1.21s    1.08s    733.48ms 666.89ms 535.56ms 551.48ms
    174s    1183   47334      0 1.22s    1.21s    1.09s    1.03s    986.19ms 774.37ms 791.57ms
    175s    1020   40823      0 1.26s    1.24s    1.13s    1.07s    1.02s    748.16ms 811.49ms
    176s    1004   40164      0 1.12s    1.07s    1.03s    986.71ms 950.53ms 719.32ms 774.86ms
    177s    1121   44878      0 1.13s    1.04s    985.66ms 951.58ms 936.90ms 762.84ms 772.15ms
    178s    1113   44527      0 1.09s    1.07s    1.03s    994.57ms 976.75ms 751.30ms 780.57ms
    179s    1107   44310      0 1.19s    1.18s    1.15s    1.03s    986.71ms 775.42ms 795.92ms
    180s    1093   43732      0 1.19s    1.17s    1.10s    1.01s    980.42ms 716.18ms 774.14ms
    181s    1018   40745      0 1.10s    1.08s    1.01s    941.62ms 908.59ms 717.75ms 750.24ms
    182s    1208   48320      0 1.22s    1.19s    1.07s    1.02s    994.05ms 758.12ms 793.94ms
    183s    1084   43387      0 1.07s    1.05s    979.37ms 916.46ms 891.29ms 664.80ms 702.25ms
    184s    2434   97379      0 660.08ms 656.41ms 565.18ms 517.73ms 470.55ms 357.30ms 376.80ms
    185s    2767  110704      0 602.93ms 562.56ms 524.29ms 462.95ms 432.54ms 360.71ms 363.68ms
    186s    2681  107269      0 711.46ms 673.19ms 609.75ms 515.11ms 480.25ms 381.68ms 387.67ms
    187s    2323   92942      0 876.09ms 850.92ms 790.63ms 664.27ms 567.80ms 376.44ms 410.17ms
    188s    1893   75756      0 931.66ms 909.12ms 760.74ms 686.82ms 653.79ms 441.97ms 474.79ms
    189s    2961  118444      0 591.92ms 546.31ms 503.84ms 445.12ms 416.28ms 338.43ms 346.65ms
    190s    2680  107233      0 624.95ms 624.43ms 539.49ms 488.37ms 468.45ms 367.26ms 378.02ms
    191s    2660  106424      0 745.01ms 675.28ms 575.14ms 488.64ms 462.16ms 374.87ms 384.16ms
    192s    2391   95659      0 725.61ms 714.60ms 654.31ms 580.39ms 553.65ms 391.64ms 415.81ms
    194s    1951   78044      0 1.22s    1.15s    1.02s    886.57ms 835.72ms 511.97ms 550.46ms
    194s     930   37215      0 1.20s    1.20s    1.10s    1.06s    1.01s    868.22ms 850.17ms
    195s    1104   44160      0 1.23s    1.20s    1.07s    1.02s    997.20ms 738.72ms 788.54ms
    196s    1263   50531      0 915.41ms 905.97ms 864.55ms 800.06ms 738.20ms 498.34ms 511.67ms
    197s    1704   68189      0 1.04s    1.02s    983.04ms 874.51ms 825.23ms 639.63ms 621.00ms
    198s    1424   56974      0 1.05s    1.04s    963.12ms 880.80ms 840.96ms 642.78ms 668.06ms
    199s    2084   83384      0 716.18ms 681.05ms 674.76ms 559.94ms 485.49ms 333.45ms 365.68ms
    200s    2801  112042      0 839.91ms 801.64ms 602.41ms 496.24ms 457.18ms 350.75ms 365.26ms
    201s    1538   61556      0 1.17s    1.16s    1.06s    979.89ms 934.28ms 658.51ms 679.04ms
    202s    1105   44200      0 1.23s    1.21s    1.09s    1.03s    999.29ms 752.35ms 807.44ms
    203s    1054   42177      0 1.12s    1.11s    1.09s    1.02s    991.43ms 750.26ms 788.15ms
    204s    1108   44335      0 1.10s    1.08s    1.01s    939.52ms 915.93ms 788.00ms 762.52ms
    205s    1241   49644      0 1.08s    1.07s    944.77ms 890.77ms 865.60ms 604.50ms 636.53ms
    206s    2184   87367      0 1.09s    936.90ms 817.36ms 706.22ms 649.07ms 432.28ms 454.86ms
    207s    1845   73815      0 866.65ms 820.51ms 742.92ms 700.97ms 638.06ms 464.78ms 463.10ms
    208s    3013  120550      0 647.50ms 605.55ms 517.47ms 459.28ms 435.95ms 346.29ms 357.63ms
    209s    3114  124575      0 543.69ms 534.25ms 487.59ms 432.28ms 406.85ms 332.66ms 343.64ms
    210s    3008  120356      0 570.95ms 532.68ms 488.11ms 431.23ms 405.80ms 325.58ms 338.86ms
    211s    3149  125995      0 553.12ms 530.06ms 485.75ms 441.19ms 409.47ms 324.53ms 337.88ms
    212s    2986  119456      0 581.96ms 558.89ms 493.88ms 448.27ms 418.38ms 336.59ms 348.06ms
    213s    2846  113868      0 646.97ms 597.16ms 504.63ms 455.87ms 432.01ms 346.55ms 354.82ms
    214s    2184   87369      0 972.55ms 964.17ms 853.02ms 752.88ms 706.74ms 416.28ms 473.44ms
    215s    1231   49257      0 1.14s    1.13s    1.02s    885.00ms 832.57ms 742.39ms 738.18ms
    216s    1017   40711      0 1.11s    1.11s    1.02s    942.67ms 923.27ms 799.01ms 757.35ms
    217s    1161   46464      0 1.09s    1.08s    1.01s    910.69ms 889.72ms 803.21ms 763.69ms
    218s    1254   50179      0 1.15s    1.14s    987.23ms 904.92ms 876.61ms 770.18ms 734.77ms
    219s    1022   40888      0 1.14s    1.13s    1.04s    933.23ms 912.79ms 832.05ms 794.59ms
    220s    1287   51488      0 1.09s    1.08s    1.03s    883.95ms 863.50ms 778.04ms 754.56ms
    221s    1804   72180      0 784.33ms 772.80ms 732.43ms 616.56ms 514.06ms 354.16ms 380.04ms
    222s    2867  114683      0 562.04ms 540.54ms 500.96ms 456.39ms 420.48ms 335.54ms 345.49ms
    223s    2857  114316      0 622.33ms 565.18ms 531.10ms 462.16ms 429.65ms 345.51ms 357.31ms
    224s    2664  106565      0 635.96ms 624.43ms 564.66ms 497.03ms 462.16ms 367.79ms 375.41ms
    225s    2726  109068      0 680.00ms 632.82ms 569.38ms 498.86ms 462.68ms 355.73ms 370.74ms
    226s    2730  109209      0 591.92ms 583.01ms 521.67ms 460.06ms 427.82ms 342.62ms 353.62ms
    227s    3031  121259      0 579.34ms 558.89ms 513.28ms 459.54ms 432.80ms 351.01ms 358.32ms
    228s    2775  111017      0 590.87ms 557.84ms 523.24ms 466.35ms 441.97ms 342.10ms 355.82ms
    229s    2872  114904      0 577.24ms 572.52ms 538.44ms 474.74ms 452.46ms 347.87ms 363.52ms
    230s    2680  107221      0 572.00ms 566.76ms 519.05ms 458.23ms 431.49ms 346.82ms 357.48ms
    231s    3020  120805      0 548.41ms 538.97ms 499.12ms 433.59ms 409.99ms 324.80ms 337.66ms
    232s    2001   80046      0 1.02s    1.01s    923.27ms 833.62ms 788.53ms 510.13ms 535.23ms
    233s    1359   54399      0 1.02s    981.99ms 916.46ms 783.29ms 725.61ms 566.76ms 562.56ms
    234s    2787  111486      0 868.22ms 844.10ms 705.17ms 556.27ms 487.59ms 367.53ms 387.67ms
    235s    1437   57508      0 1.09s    1.07s    941.62ms 868.22ms 809.50ms 661.13ms 661.75ms
    236s    1153   46141      0 1.23s    1.23s    1.10s    943.19ms 903.35ms 747.63ms 755.04ms
    238s    1147   45895      0 1.71s    1.54s    1.44s    1.18s    1.10s    772.80ms 838.53ms
    239s     855   34224      0 1.26s    1.25s    1.16s    1.11s    1.06s    806.88ms 862.24ms
    240s     962   38494      0 1.14s    1.14s    1.13s    1.09s    1.06s    765.46ms 835.96ms
    240s    1087   43487      0 1.16s    1.14s    1.10s    1.05s    1.02s    729.81ms 802.92ms
    241s     988   39551      0 1.09s    1.07s    1.01s    947.91ms 929.56ms 774.37ms 758.43ms
    242s    1034   41399      0 1.13s    1.11s    1.02s    989.33ms 978.32ms 842.53ms 799.07ms
    243s    1234   49383      0 1.10s    1.09s    1.02s    942.15ms 899.15ms 678.95ms 700.28ms
    244s    1196   47846      0 1.05s    1.04s    947.91ms 898.63ms 873.46ms 663.22ms 692.84ms
    245s    1694   67782      0 981.47ms 957.87ms 832.57ms 730.86ms 671.61ms 521.14ms 537.35ms
    246s    1725   69037      0 807.93ms 807.93ms 767.03ms 704.12ms 660.60ms 489.16ms 488.75ms
    247s    1850   74023      0 1.06s    1.05s    994.05ms 865.08ms 800.59ms 576.72ms 585.68ms
