Using Scylla optimized driver!!!
Configuration
Nodes:				18.133.174.82,13.134.144.48,3.9.75.51
Datacenter:			AWS_EU_WEST_2
Mode:				write
Workload:			uniform
Timeout (default):		PT10S
Timeout (read):			PT10S
Timeout (write):		PT5S
Timeout (CAS):			PT2S
Consistency level:		quorum
Partition count:		10000
Clustering rows:		50
Clustering row size:		fixed:4
Rows per request:		40
Page size:			1000
Concurrency:			1200
Connections:			16
Maximum rate:			unlimited
Client compression:		true
Max error/row:			unlimited
Max errors total:		unlimited
Retries (number):		10
Retries (interval):		80ms,1s
Retry handler:			sb
Hdr memory consumption:	434995200 bytes
08:54:56.582 [s0-admin-0] WARN  c.d.o.d.i.c.c.CqlRequestHandler - Query '[0 values] CREATE KEYSPACE IF NOT EXISTS scylla_bench WITH REPLICATION = { 'class':'NetworkTopologyStrategy','replication_factor':1 }' generated server side warning(s): Using Replication Factor replication_factor=1 lower than the minimum_replication_factor_warn_threshold=3 is not recommended.
    time   ops/s  rows/s errors max      99.9th   99th     95th     90th     median   mean    
     36s    2476   99070      0 826.28ms 812.65ms 719.32ms 635.96ms 591.40ms 372.24ms 409.86ms
     37s    2272   90913      0 886.57ms 864.03ms 754.97ms 622.85ms 550.50ms 385.35ms 413.37ms
     38s    1281   51271      0 1.10s    1.08s    1.03s    903.87ms 861.93ms 758.64ms 737.53ms
     39s    1059   42363      0 1.18s    1.16s    1.08s    1.03s    1.02s    826.80ms 833.53ms
     40s    1495   59835      0 858.78ms 841.48ms 771.23ms 698.88ms 652.74ms 506.99ms 511.87ms
     41s    2986  119469      0 586.68ms 579.86ms 495.98ms 442.50ms 412.88ms 333.97ms 343.98ms
     42s    2955  118238      0 627.05ms 577.77ms 510.92ms 460.85ms 435.16ms 342.88ms 355.17ms
     43s    2813  112524      0 604.50ms 585.63ms 510.39ms 450.63ms 423.89ms 339.21ms 349.66ms
     44s    2876  115055      0 583.01ms 556.27ms 515.64ms 451.94ms 424.41ms 346.55ms 352.84ms
     45s    2688  107541      0 899.68ms 894.96ms 738.20ms 555.75ms 483.66ms 353.89ms 378.50ms
     46s    1397   55897      0 1.16s    1.12s    1.03s    896.01ms 856.16ms 689.96ms 693.02ms
     47s    1276   51061      0 968.36ms 962.07ms 906.49ms 862.45ms 837.81ms 629.15ms 653.31ms
     48s    2243   89753      0 683.15ms 635.44ms 585.63ms 508.82ms 470.02ms 363.86ms 377.96ms
     49s    2986  119442      0 567.80ms 559.42ms 513.02ms 452.46ms 420.22ms 339.48ms 348.18ms
     50s    2947  117896      0 621.28ms 571.47ms 499.38ms 439.62ms 405.80ms 323.75ms 337.48ms
     51s    2653  106121      0 870.84ms 840.96ms 750.78ms 653.79ms 579.86ms 353.63ms 393.07ms
     52s    1332   53299      0 1.07s    1.03s    954.73ms 851.44ms 815.79ms 679.48ms 682.53ms
     53s    2450   98003      0 595.59ms 588.78ms 537.40ms 462.42ms 424.41ms 328.99ms 343.89ms
     54s    2663  106559      0 987.76ms 957.35ms 699.40ms 579.34ms 520.36ms 380.63ms 398.77ms
     56s    1273   50930      0 1.25s    1.23s    1.05s    991.95ms 940.57ms 757.07ms 749.52ms
     57s    1043   41745      0 1.24s    1.19s    1.09s    1.05s    1.03s    768.61ms 824.84ms
     57s    1232   49310      0 1.08s    1.02s    929.04ms 858.78ms 804.26ms 620.76ms 639.74ms
     58s    2624  104964      0 629.67ms 612.89ms 564.13ms 467.14ms 429.13ms 348.91ms 355.06ms
     59s    2767  110694      0 592.45ms 577.77ms 524.81ms 475.27ms 445.38ms 359.14ms 367.37ms
     60s    2784  111374      0 607.65ms 540.54ms 496.24ms 458.49ms 435.68ms 354.68ms 361.10ms
     61s    2908  116328      0 597.16ms 544.74ms 502.53ms 452.98ms 421.27ms 343.41ms 352.28ms
     62s    2921  116876      0 609.75ms 592.97ms 514.06ms 448.00ms 420.74ms 345.24ms 352.89ms
     63s    2905  116214      0 568.85ms 555.22ms 517.47ms 461.64ms 434.63ms 345.77ms 356.33ms
     64s    2772  110918      0 919.08ms 910.69ms 701.50ms 554.17ms 478.41ms 348.65ms 374.67ms
     65s    1517   60703      0 1.00s    980.94ms 894.44ms 800.06ms 770.18ms 614.99ms 618.86ms
     66s    2579  103161      0 684.20ms 677.90ms 598.74ms 511.18ms 458.75ms 340.26ms 361.83ms
     67s    2554  102180      0 652.74ms 645.92ms 580.91ms 532.94ms 500.43ms 373.03ms 387.35ms
     68s    2786  111466      0 825.75ms 738.20ms 647.50ms 518.00ms 472.38ms 359.40ms 375.21ms
     69s    2135   85422      0 738.72ms 714.08ms 664.80ms 574.62ms 537.40ms 434.11ms 442.71ms
     70s    2278   91123      0 1.09s    1.03s    900.20ms 767.03ms 659.55ms 410.26ms 452.55ms
     71s    1226   49069      0 1.19s    1.16s    1.04s    905.97ms 867.70ms 676.86ms 688.35ms
     72s    2285   91403      0 642.78ms 636.49ms 569.90ms 514.06ms 480.77ms 395.58ms 400.16ms
     73s    2616  104663      0 1.07s    1.07s    897.06ms 775.95ms 630.72ms 349.96ms 409.94ms
     75s    1160   46439      0 1.33s    1.17s    1.06s    959.97ms 920.65ms 780.66ms 769.16ms
     76s     968   38724      0 1.29s    1.28s    1.17s    1.12s    1.09s    846.73ms 881.29ms
     77s     926   37056      0 1.33s    1.25s    1.22s    1.18s    1.15s    846.73ms 896.38ms
     77s    1147   45888      0 1.08s    1.08s    975.18ms 910.69ms 846.73ms 608.70ms 613.63ms
     78s    2942  117696      0 577.77ms 565.18ms 502.53ms 450.10ms 413.93ms 339.74ms 348.72ms
     79s    3032  121316      0 585.63ms 517.21ms 487.59ms 438.30ms 414.97ms 332.92ms 342.26ms
     80s    3058  122350      0 594.54ms 580.39ms 505.15ms 445.38ms 409.73ms 327.16ms 338.88ms
     81s    2939  117599      0 557.84ms 547.88ms 497.29ms 449.58ms 422.84ms 333.71ms 345.58ms
     82s    2997  119894      0 549.98ms 516.16ms 477.36ms 430.70ms 398.20ms 330.30ms 338.97ms
     83s    3049  121982      0 556.79ms 543.16ms 493.36ms 446.17ms 414.71ms 329.25ms 341.26ms
     84s    3040  121625      0 542.11ms 510.92ms 475.79ms 428.34ms 402.39ms 324.01ms 334.75ms
     85s    2738  109526      0 629.15ms 628.10ms 561.51ms 480.77ms 459.28ms 357.56ms 369.74ms
     86s    2229   89161      0 816.32ms 808.45ms 762.84ms 616.56ms 584.06ms 466.88ms 471.20ms
     87s    2498   99945      0 938.48ms 879.23ms 795.87ms 675.81ms 595.59ms 398.98ms 425.77ms
     88s    1289   51585      0 1.12s    1.08s    1.04s    945.82ms 891.81ms 747.63ms 738.47ms
     89s    1099   43992      0 1.11s    1.10s    1.02s    956.30ms 902.82ms 787.48ms 767.98ms
     90s    1267   50698      0 1.22s    1.22s    1.04s    989.86ms 953.16ms 727.71ms 743.55ms
     91s    1124   44961      0 1.07s    1.02s    957.35ms 926.42ms 913.31ms 678.43ms 703.80ms
     92s    2674  106979      0 632.29ms 604.50ms 554.70ms 472.65ms 434.37ms 354.68ms 363.65ms
     93s    2921  116840      0 637.53ms 589.30ms 502.53ms 454.82ms 426.77ms 331.35ms 346.81ms
     94s    2883  115354      0 585.11ms 573.05ms 514.06ms 455.08ms 426.77ms 338.43ms 351.16ms
     95s    3038  121526      0 680.00ms 634.91ms 510.39ms 436.21ms 407.63ms 321.65ms 336.88ms
     96s    2817  112717      0 660.08ms 624.95ms 525.07ms 473.43ms 448.53ms 354.68ms 364.07ms
     97s    3019  120774      0 527.17ms 517.73ms 491.78ms 446.17ms 412.09ms 326.37ms 339.73ms
     98s    2287   91500      0 947.39ms 920.13ms 824.18ms 727.19ms 674.23ms 411.04ms 454.68ms
     99s    1207   48314      0 1.14s    1.07s    987.23ms 892.34ms 821.56ms 731.91ms 717.12ms
    100s    1208   48335      0 1.08s    1.08s    991.43ms 911.74ms 873.46ms 786.96ms 762.91ms
    101s     986   39441      0 1.14s    1.13s    1.10s    1.02s    990.90ms 797.44ms 780.29ms
    102s    1559   62395      0 979.37ms 972.03ms 922.75ms 835.19ms 800.59ms 506.72ms 533.14ms
    103s    2658  106334      0 564.66ms 549.45ms 502.01ms 455.08ms 421.27ms 338.43ms 349.12ms
    104s    2986  119473      0 602.93ms 548.41ms 495.98ms 446.17ms 421.27ms 343.41ms 349.29ms
    105s    2820  112832      0 854.59ms 836.24ms 715.65ms 527.43ms 470.55ms 346.03ms 370.53ms
    106s    1470   58838      0 985.66ms 969.93ms 937.43ms 837.29ms 789.58ms 662.18ms 663.51ms
    107s    1178   47151      0 1.06s    1.06s    927.47ms 832.05ms 802.68ms 723.52ms 705.34ms
    108s    1136   45465      0 1.08s    1.04s    1.01s    932.18ms 891.81ms 796.39ms 787.07ms
    109s    1682   67291      0 922.75ms 902.82ms 883.95ms 832.05ms 800.59ms 546.31ms 562.52ms
    110s    2850  114020      0 716.18ms 594.54ms 527.70ms 476.84ms 436.47ms 332.66ms 348.59ms
    111s    2747  109905      0 963.64ms 726.14ms 623.90ms 532.94ms 486.80ms 365.17ms 381.10ms
    112s    1654   66184      0 965.74ms 950.53ms 875.04ms 795.34ms 770.18ms 569.90ms 579.78ms
    113s    2993  119737      0 588.78ms 552.08ms 505.68ms 458.75ms 437.78ms 340.00ms 351.95ms
    114s    2744  109788      0 825.23ms 804.26ms 703.59ms 565.71ms 502.27ms 348.65ms 376.40ms
    115s    1618   64751      0 969.41ms 967.84ms 915.93ms 778.04ms 724.57ms 580.91ms 582.31ms
    116s    2652  106110      0 724.57ms 701.50ms 611.84ms 524.81ms 487.06ms 344.98ms 367.04ms
    117s    2771  110846      0 905.97ms 868.75ms 728.24ms 611.32ms 546.31ms 352.32ms 390.58ms
    118s    1547   61911      0 965.21ms 939.00ms 887.10ms 803.21ms 753.93ms 564.66ms 575.02ms
    119s    2957  118319      0 581.96ms 549.98ms 499.91ms 464.78ms 440.93ms 341.31ms 356.03ms
    120s    2909  116389      0 599.79ms 567.80ms 523.24ms 453.77ms 414.97ms 333.71ms 345.51ms
    121s    2894  115781      0 909.12ms 851.97ms 650.64ms 545.78ms 466.62ms 336.07ms 362.92ms
    122s    1698   67921      0 939.00ms 848.30ms 802.68ms 718.80ms 680.53ms 554.70ms 548.53ms
    123s    2835  113417      0 557.84ms 536.87ms 500.70ms 453.77ms 437.26ms 347.08ms 353.91ms
    124s    2958  118354      0 563.09ms 543.69ms 494.67ms 448.00ms 419.69ms 330.83ms 343.31ms
    125s    2930  117234      0 551.03ms 522.72ms 498.34ms 454.56ms 419.69ms 341.84ms 347.61ms
    126s    2605  104210      0 788.53ms 771.23ms 660.08ms 551.03ms 504.63ms 359.66ms 383.90ms
    127s    1546   61871      0 967.84ms 965.21ms 843.06ms 782.76ms 743.96ms 610.27ms 607.59ms
    128s    2740  109608      0 920.65ms 856.69ms 702.02ms 549.45ms 478.67ms 335.81ms 363.52ms
    129s    1452   58100      0 1.10s    1.06s    956.83ms 854.07ms 814.74ms 658.51ms 669.05ms
    130s    1346   53864      0 1.03s    1.02s    976.75ms 851.44ms 822.61ms 602.41ms 594.81ms
    131s    2939  117589      0 583.01ms 554.17ms 512.23ms 452.46ms 426.51ms 354.42ms 359.37ms
    132s    2834  113380      0 572.00ms 546.31ms 493.36ms 445.38ms 411.30ms 335.54ms 345.61ms
    133s    2960  118408      0 569.38ms 562.56ms 499.38ms 451.15ms 422.05ms 334.76ms 347.08ms
    134s    2989  119593      0 580.39ms 568.33ms 521.67ms 446.69ms 411.04ms 332.92ms 343.86ms
    135s    3009  120367      0 551.03ms 549.45ms 483.92ms 437.52ms 411.83ms 326.63ms 338.37ms
    136s    2884  115386      0 855.64ms 840.96ms 714.60ms 552.60ms 470.81ms 335.81ms 363.60ms
    137s    1674   66993      0 884.47ms 877.66ms 779.09ms 708.84ms 671.61ms 553.12ms 558.15ms
    138s    2526  101042      0 1.08s    1.04s    931.66ms 649.59ms 581.96ms 355.73ms 403.87ms
    139s    1163   46526      0 1.15s    1.13s    995.10ms 936.90ms 910.69ms 800.59ms 778.98ms
    140s    1226   49055      0 983.04ms 976.22ms 927.47ms 827.33ms 807.93ms 711.46ms 694.15ms
    141s    2252   90104      0 637.53ms 620.76ms 553.65ms 490.47ms 449.58ms 353.89ms 359.49ms
    142s    2963  118532      0 602.41ms 557.32ms 514.85ms 449.05ms 417.07ms 336.86ms 348.92ms
    143s    3075  123031      0 602.41ms 562.56ms 499.91ms 453.77ms 422.58ms 337.12ms 348.09ms
    144s    2455   98223      0 1.01s    975.18ms 847.77ms 690.49ms 609.22ms 370.41ms 421.44ms
    146s    1450   58021      0 1.19s    1.16s    1.10s    985.66ms 850.92ms 663.22ms 671.92ms
    147s     941   37652      0 1.34s    1.26s    1.17s    1.09s    1.05s    812.12ms 842.12ms
    147s    1074   42985      0 1.09s    1.08s    1.05s    961.54ms 904.40ms 703.07ms 717.42ms
    148s    1789   71562      0 912.26ms 808.45ms 742.92ms 657.98ms 619.18ms 487.06ms 498.86ms
    149s    2371   94856      0 782.24ms 725.61ms 667.42ms 617.61ms 573.57ms 379.06ms 402.08ms
    150s    2478   99138      0 700.45ms 700.45ms 629.67ms 554.17ms 521.93ms 401.08ms 411.28ms
    151s    2222   88904      0 911.21ms 845.68ms 763.36ms 717.23ms 681.05ms 455.34ms 478.68ms
    152s    1395   55810      0 966.79ms 957.87ms 922.75ms 815.79ms 770.70ms 586.15ms 612.99ms
    154s    1254   50165      0 1.10s    1.07s    978.85ms 874.51ms 829.42ms 738.72ms 724.32ms
    154s    1128   45142      0 1.18s    1.17s    1.07s    956.83ms 920.13ms 785.38ms 761.37ms
    156s    1242   49716      0 1.20s    1.19s    960.50ms 907.54ms 880.80ms 772.80ms 734.26ms
    156s     954   38166      0 1.15s    1.15s    1.09s    1.05s    1.03s    835.72ms 825.06ms
    157s    1717   68718      0 877.13ms 874.51ms 789.58ms 691.54ms 656.41ms 494.40ms 498.34ms
    158s    1815   72620      0 1.05s    1.05s    913.83ms 805.83ms 742.92ms 507.77ms 516.58ms
    159s    1161   46450      0 1.02s    1.02s    945.29ms 873.46ms 834.14ms 735.05ms 725.06ms
    160s    1903   76159      0 855.11ms 842.53ms 766.51ms 702.02ms 652.74ms 394.26ms 436.53ms
    161s    2948  117932      0 695.21ms 560.46ms 504.89ms 436.47ms 408.42ms 327.16ms 338.42ms
    162s    2603  104145      0 720.37ms 694.68ms 633.86ms 552.60ms 503.32ms 373.82ms 392.40ms
    163s    2766  110668      0 592.97ms 583.53ms 510.92ms 453.51ms 429.13ms 337.90ms 350.13ms
    164s    2974  118976      0 681.05ms 667.94ms 544.21ms 455.34ms 416.55ms 330.04ms 344.08ms
    165s    1805   72214      0 1.06s    1.06s    906.49ms 799.01ms 727.71ms 571.47ms 575.73ms
    167s    1268   50742      0 1.09s    1.08s    963.64ms 890.24ms 867.17ms 762.31ms 733.80ms
    167s    1069   42764      0 1.18s    1.18s    1.05s    975.18ms 962.07ms 803.73ms 773.90ms
    169s    1174   46985      0 1.26s    1.26s    1.06s    947.39ms 915.93ms 761.27ms 751.00ms
    169s     985   39413      0 1.19s    1.19s    1.13s    1.01s    981.99ms 751.30ms 779.03ms
    170s    1992   79719      0 1.06s    1.06s    837.29ms 726.14ms 674.76ms 440.14ms 472.95ms
    171s    1169   46766      0 1.18s    1.17s    1.08s    986.19ms 967.84ms 757.07ms 772.21ms
    172s    1221   48861      0 1.00s    994.57ms 975.70ms 945.82ms 899.15ms 675.28ms 680.53ms
    173s    1548   61929      0 1.18s    1.15s    1.04s    907.54ms 859.31ms 585.63ms 625.18ms
    175s     897   35905      0 1.22s    1.21s    1.14s    1.08s    1.03s    772.80ms 835.56ms
    175s     992   39716      0 1.16s    1.14s    1.09s    1.02s    995.10ms 743.44ms 798.38ms
    176s    1197   47912      0 1.11s    1.11s    1.01s    971.51ms 943.19ms 725.61ms 769.47ms
    177s    1021   40867      0 1.14s    1.10s    1.03s    983.04ms 961.02ms 805.83ms 784.25ms
    178s    1139   45576      0 1.08s    1.05s    1.03s    987.76ms 960.50ms 695.73ms 760.04ms
    179s    1058   42346      0 1.26s    1.24s    1.12s    1.04s    999.82ms 732.95ms 794.71ms
    180s    1062   42484      0 1.10s    1.10s    1.04s    968.36ms 943.19ms 702.55ms 768.13ms
    181s    1258   50339      0 1.19s    1.16s    1.06s    986.19ms 957.35ms 739.25ms 761.19ms
    182s     965   38635      0 1.14s    1.08s    1.06s    1.01s    981.99ms 771.23ms 799.60ms
    183s    1444   57761      0 905.97ms 904.92ms 885.52ms 821.04ms 751.30ms 572.52ms 573.32ms
    184s    2812  112494      0 646.97ms 581.96ms 512.75ms 453.77ms 424.67ms 341.84ms 351.33ms
    185s    2749  109999      0 713.03ms 660.60ms 601.88ms 488.37ms 446.17ms 354.68ms 365.38ms
    186s    2614  104569      0 607.65ms 589.82ms 533.20ms 482.34ms 464.26ms 375.13ms 376.82ms
    187s    2214   88594      0 942.15ms 929.04ms 812.12ms 703.07ms 661.13ms 438.30ms 475.93ms
    188s    2221   88879      0 725.61ms 710.41ms 637.01ms 535.04ms 468.45ms 341.31ms 366.26ms
    189s    2933  117344      0 644.87ms 619.18ms 546.83ms 464.52ms 422.58ms 341.31ms 352.66ms
    190s    2634  105361      0 784.33ms 631.24ms 557.84ms 507.25ms 478.94ms 374.08ms 386.72ms
    191s    2732  109314      0 763.89ms 729.81ms 656.41ms 477.36ms 444.33ms 351.01ms 365.40ms
    192s    2362   94486      0 929.04ms 782.76ms 675.28ms 587.73ms 553.12ms 412.88ms 427.90ms
    193s    1509   60396      0 1.16s    1.14s    1.07s    972.03ms 931.66ms 689.96ms 695.49ms
    194s    1057   42316      0 1.24s    1.12s    1.08s    1.02s    1.01s    771.23ms 805.66ms
    195s    1063   42552      0 1.30s    1.27s    1.08s    1.02s    999.29ms 768.08ms 791.72ms
    196s    1788   71558      0 1.11s    1.04s    949.49ms 758.64ms 663.22ms 454.56ms 478.65ms
    197s    1329   53197      0 1.06s    1.02s    937.43ms 877.13ms 846.20ms 678.43ms 686.96ms
    198s    1383   55325      0 1.13s    1.10s    980.42ms 898.63ms 840.96ms 655.88ms 654.34ms
    199s    2826  113075      0 561.51ms 546.83ms 517.73ms 458.23ms 432.01ms 325.32ms 344.97ms
    200s    2329   93171      0 1.06s    1.02s    900.20ms 772.28ms 619.18ms 395.31ms 438.65ms
    201s    1157   46282      0 1.22s    1.17s    1.07s    1.02s    989.86ms 788.00ms 808.98ms
    202s     958   38344      0 1.25s    1.21s    1.13s    1.06s    1.04s    800.59ms 832.45ms
    203s    1025   41025      0 1.15s    1.10s    1.03s    963.12ms 930.09ms 776.99ms 773.24ms
    204s    1096   43854      0 1.11s    1.09s    983.04ms 929.56ms 904.40ms 783.29ms 752.61ms
    205s    1746   69855      0 978.85ms 850.40ms 804.78ms 741.87ms 642.78ms 461.90ms 467.20ms
    206s    1829   73171      0 985.66ms 934.81ms 835.72ms 742.39ms 696.25ms 534.51ms 528.14ms
    207s    2343   93727      0 645.40ms 622.85ms 581.44ms 547.36ms 514.85ms 359.92ms 380.71ms
    208s    2962  118502      0 601.88ms 576.72ms 509.35ms 451.15ms 417.86ms 333.71ms 346.11ms
    209s    3098  123944      0 551.03ms 527.17ms 485.75ms 434.63ms 403.96ms 320.34ms 335.83ms
    210s    3022  120911      0 568.33ms 558.37ms 489.42ms 437.78ms 407.90ms 322.44ms 336.16ms
    211s    3099  123993      0 581.44ms 557.32ms 497.03ms 441.19ms 406.85ms 319.82ms 334.53ms
    212s    2951  118070      0 589.82ms 579.34ms 509.61ms 452.20ms 421.00ms 340.79ms 350.38ms
    213s    2881  115258      0 839.91ms 675.81ms 507.77ms 456.92ms 421.00ms 336.86ms 348.26ms
    214s    1797   71901      0 1.05s    1.02s    914.36ms 807.40ms 755.50ms 611.84ms 588.20ms
    215s    1159   46385      0 1.13s    1.12s    1.04s    955.25ms 904.40ms 761.79ms 752.60ms
    216s    1228   49145      0 1.07s    1.06s    938.48ms 897.06ms 876.61ms 655.88ms 713.70ms
    217s    1061   42476      0 1.09s    1.08s    1.04s    904.40ms 877.66ms 791.67ms 755.99ms
    218s    1197   47880      0 1.14s    1.12s    988.28ms 912.79ms 891.81ms 783.81ms 748.37ms
    219s    1013   40539      0 1.14s    1.09s    986.71ms 896.53ms 872.94ms 762.84ms 741.16ms
    220s    1116   44674      0 1.12s    1.11s    1.03s    894.96ms 861.93ms 781.19ms 741.85ms
    221s    2620  104809      0 591.40ms 562.56ms 508.82ms 467.40ms 440.66ms 341.84ms 353.75ms
    222s    2897  115914      0 584.06ms 572.52ms 528.48ms 454.56ms 410.52ms 326.89ms 340.98ms
    223s    2811  112468      0 682.62ms 612.89ms 544.74ms 470.29ms 433.59ms 349.18ms 360.13ms
    224s    2661  106451      0 642.25ms 622.85ms 570.43ms 514.06ms 458.49ms 368.05ms 373.66ms
    225s    2734  109377      0 572.52ms 556.27ms 515.11ms 466.88ms 438.57ms 347.08ms 357.82ms
    226s    2802  112081      0 595.59ms 588.25ms 511.97ms 466.09ms 428.08ms 351.80ms 358.50ms
    227s    2951  118077      0 572.52ms 558.37ms 510.92ms 458.75ms 435.68ms 343.41ms 353.06ms
    228s    2847  113904      0 624.95ms 579.86ms 507.25ms 448.53ms 417.07ms 331.35ms 342.98ms
    229s    2847  113891      0 591.40ms 578.81ms 537.92ms 472.65ms 450.36ms 354.94ms 365.03ms
    230s    2933  117357      0 596.12ms 558.89ms 500.17ms 452.20ms 418.91ms 336.07ms 344.45ms
    231s    2954  118170      0 845.68ms 810.55ms 584.06ms 493.09ms 455.34ms 336.07ms 355.13ms
    232s    1510   60426      0 1.02s    1.01s    943.19ms 849.35ms 805.31ms 687.87ms 659.83ms
    233s    2123   84953      0 753.40ms 741.34ms 707.26ms 670.04ms 639.63ms 393.48ms 435.01ms
    234s    2325   93023      0 1.06s    1.03s    828.90ms 707.26ms 644.87ms 409.21ms 449.91ms
    235s    1237   49488      0 1.05s    1.05s    982.52ms 898.11ms 840.43ms 729.28ms 722.04ms
    236s    1219   48793      0 1.19s    1.18s    1.12s    1.01s    942.15ms 728.24ms 753.38ms
    238s     966   38676      0 1.26s    1.20s    1.15s    1.08s    1.05s    772.80ms 827.57ms
    238s    1137   45510      0 1.24s    1.17s    1.12s    1.08s    1.03s    778.57ms 833.93ms
    240s    1046   41844      0 1.18s    1.17s    1.13s    1.07s    1.03s    764.41ms 818.03ms
    240s     927   37083      0 1.18s    1.17s    1.08s    1.02s    997.20ms 730.86ms 800.05ms
    241s    1127   45084      0 1.09s    1.09s    975.70ms 931.66ms 918.55ms 743.96ms 745.77ms
    242s    1079   43187      0 1.23s    1.22s    1.02s    980.94ms 960.50ms 727.71ms 775.19ms
    244s    1182   47282      0 1.16s    1.16s    1.02s    890.24ms 863.50ms 759.69ms 727.22ms
    244s    1232   49285      0 1.04s    1.04s    952.63ms 843.06ms 786.43ms 624.95ms 622.40ms
    245s    1765   70633      0 952.63ms 913.83ms 844.63ms 758.12ms 715.65ms 558.37ms 564.61ms
    246s    2015   80601      0 872.94ms 864.03ms 762.31ms 652.74ms 596.64ms 404.49ms 438.16ms
    247s    1382   55310      0 1.05s    1.05s    996.67ms 889.19ms 820.51ms 713.56ms 705.44ms
