Using Scylla optimized driver!!!
Configuration
Nodes:				18.133.174.82,13.134.144.48,3.9.75.51
Datacenter:			AWS_EU_WEST_2
Mode:				write
Workload:			uniform
Timeout (default):		PT10S
Timeout (read):			PT10S
Timeout (write):		PT5S
Timeout (CAS):			PT2S
Consistency level:		quorum
Partition count:		10000
Clustering rows:		50
Clustering row size:		fixed:4
Rows per request:		40
Page size:			1000
Concurrency:			1200
Connections:			16
Maximum rate:			unlimited
Client compression:		true
Max error/row:			unlimited
Max errors total:		unlimited
Retries (number):		10
Retries (interval):		80ms,1s
Retry handler:			sb
Hdr memory consumption:	434995200 bytes
08:54:56.657 [s0-admin-0] WARN  c.d.o.d.i.c.c.CqlRequestHandler - Query '[0 values] CREATE KEYSPACE IF NOT EXISTS scylla_bench WITH REPLICATION = { 'class':'NetworkTopologyStrategy','replication_factor':1 }' generated server side warning(s): Using Replication Factor replication_factor=1 lower than the minimum_replication_factor_warn_threshold=3 is not recommended.
    time   ops/s  rows/s errors max      99.9th   99th     95th     90th     median   mean    
     44s    2730  109212      0 633.34ms 592.97ms 527.96ms 457.18ms 427.82ms 350.22ms 356.56ms
     45s    2467   98707      0 866.12ms 855.64ms 791.15ms 672.66ms 596.64ms 370.67ms 411.60ms
     46s    1290   51613      0 1.16s    1.13s    1.02s    892.86ms 856.16ms 732.43ms 724.70ms
     47s    1385   55422      0 943.19ms 942.15ms 906.49ms 830.47ms 750.26ms 599.79ms 600.32ms
     48s    2610  104400      0 583.53ms 561.51ms 510.66ms 465.31ms 436.73ms 354.94ms 361.94ms
     49s    2810  112430      0 655.88ms 585.63ms 544.21ms 466.88ms 433.06ms 346.55ms 358.24ms
     50s    2869  114795      0 600.83ms 579.34ms 527.17ms 457.44ms 427.82ms 333.19ms 347.00ms
     51s    2540  101624      0 1.09s    925.89ms 779.09ms 693.11ms 646.45ms 367.00ms 424.38ms
     52s    1248   49944      0 1.03s    1.01s    926.94ms 837.81ms 795.87ms 687.87ms 673.49ms
     53s    2802  112103      0 613.42ms 604.50ms 531.10ms 485.49ms 452.72ms 341.31ms 356.75ms
     55s    2303   92124      0 1.13s    995.62ms 886.05ms 761.79ms 637.53ms 384.57ms 436.01ms
     56s    1147   45895      0 1.25s    1.18s    1.09s    1.04s    991.43ms 786.96ms 783.37ms
     57s    1014   40572      0 1.27s    1.22s    1.09s    1.05s    1.03s    829.95ms 843.62ms
     57s    1510   60421      0 913.83ms 910.16ms 860.36ms 802.68ms 772.80ms 553.65ms 567.82ms
     58s    2640  105634      0 629.67ms 613.94ms 544.74ms 472.65ms 449.58ms 347.87ms 361.14ms
     59s    2689  107578      0 632.82ms 587.20ms 538.44ms 470.29ms 444.07ms 355.99ms 362.70ms
     60s    2754  110179      0 688.91ms 568.33ms 515.38ms 463.47ms 435.68ms 356.25ms 362.16ms
     61s    2860  114401      0 633.86ms 598.74ms 538.44ms 450.36ms 421.53ms 343.93ms 351.94ms
     62s    2779  111178      0 596.12ms 566.76ms 524.55ms 472.38ms 446.17ms 354.68ms 365.06ms
     63s    2788  111535      0 592.97ms 553.65ms 511.18ms 450.89ms 422.05ms 341.05ms 350.28ms
     64s    2542  101718      0 924.84ms 903.87ms 775.95ms 687.34ms 601.88ms 371.98ms 418.26ms
     65s    1531   61278      0 1.08s    1.08s    838.34ms 782.24ms 739.77ms 578.81ms 567.94ms
     66s    2606  104252      0 757.07ms 733.48ms 646.45ms 564.13ms 514.33ms 354.16ms 380.90ms
     67s    2509  100396      0 600.83ms 580.91ms 525.07ms 476.32ms 448.79ms 364.12ms 367.90ms
     68s    2503  100129      0 785.91ms 780.66ms 680.00ms 577.24ms 538.44ms 377.75ms 401.53ms
     69s    2253   90133      0 683.67ms 682.10ms 597.69ms 527.96ms 506.46ms 406.59ms 413.82ms
     71s    2075   83002      0 1.10s    1.09s    1.00s    843.58ms 778.04ms 462.95ms 514.24ms
     71s    1217   48707      0 1.03s    1.03s    939.00ms 880.28ms 859.83ms 617.09ms 626.09ms
     72s    2581  103264      0 639.11ms 625.48ms 555.75ms 509.35ms 471.86ms 385.88ms 391.70ms
     74s    2230   89237      0 1.10s    1.02s    974.65ms 862.45ms 795.87ms 395.31ms 472.82ms
     75s    1117   44699      0 1.31s    1.29s    1.14s    1.04s    971.51ms 781.71ms 777.76ms
     76s     903   36159      0 1.34s    1.31s    1.16s    1.13s    1.11s    858.78ms 906.11ms
     76s    1008   40343      0 1.27s    1.27s    1.22s    1.17s    1.14s    835.19ms 876.47ms
     77s    1553   62142      0 934.28ms 930.09ms 853.02ms 812.65ms 789.05ms 384.30ms 478.22ms
     78s    2774  110997      0 581.44ms 551.03ms 506.20ms 452.98ms 421.27ms 342.62ms 350.77ms
     79s    2961  118474      0 559.42ms 537.92ms 498.07ms 450.89ms 420.48ms 335.02ms 345.23ms
     80s    2917  116702      0 558.89ms 547.36ms 501.22ms 449.84ms 422.58ms 336.07ms 348.36ms
     81s    2902  116102      0 555.22ms 531.89ms 498.34ms 442.50ms 413.14ms 329.25ms 341.13ms
     82s    2897  115913      0 563.09ms 557.84ms 505.15ms 457.97ms 425.72ms 334.50ms 346.70ms
     83s    2902  116103      0 574.10ms 520.36ms 488.37ms 443.29ms 414.19ms 331.35ms 342.27ms
     84s    2995  119831      0 550.50ms 538.97ms 496.50ms 439.88ms 410.78ms 330.30ms 340.46ms
     85s    2600  104010      0 875.04ms 754.45ms 621.81ms 524.81ms 490.21ms 387.45ms 395.58ms
     86s    2051   82057      0 793.25ms 728.24ms 671.61ms 603.98ms 572.00ms 455.87ms 452.90ms
     87s    2080   83223      0 1.06s    996.15ms 945.82ms 776.47ms 714.08ms 459.28ms 494.30ms
     88s    1076   43074      0 1.10s    1.09s    1.06s    955.25ms 920.65ms 809.50ms 783.68ms
     90s    1244   49786      0 1.16s    1.15s    1.03s    927.47ms 892.34ms 724.04ms 731.50ms
     91s     967   38684      0 1.20s    1.18s    1.12s    1.01s    987.23ms 783.81ms 807.14ms
     91s    1413   56546      0 1.07s    1.05s    943.19ms 898.11ms 873.46ms 601.36ms 617.48ms
     92s    2745  109834      0 596.12ms 552.60ms 509.08ms 452.72ms 420.74ms 346.82ms 355.18ms
     93s    2780  111228      0 641.73ms 581.44ms 509.35ms 463.21ms 433.32ms 344.46ms 357.32ms
     94s    2909  116367      0 575.67ms 548.93ms 504.89ms 450.36ms 416.02ms 336.33ms 346.94ms
     95s    2886  115451      0 614.99ms 586.15ms 529.79ms 469.50ms 439.09ms 333.19ms 353.16ms
     96s    2734  109372      0 622.85ms 581.44ms 545.78ms 477.10ms 439.62ms 343.41ms 356.09ms
     97s    2964  118574      0 552.08ms 536.87ms 506.72ms 454.03ms 421.53ms 332.14ms 345.17ms
     98s    2009   80397      0 1.04s    998.24ms 924.32ms 813.69ms 745.01ms 497.03ms 517.09ms
     99s    1171   46844      0 1.06s    1.04s    992.48ms 887.10ms 836.76ms 748.68ms 736.18ms
    100s    1075   43022      0 1.10s    1.10s    1.01s    921.70ms 892.86ms 794.30ms 773.11ms
    101s    1038   41549      0 1.19s    1.17s    1.05s    1.00s    980.42ms 814.22ms 785.65ms
    102s    1797   71880      0 889.19ms 841.48ms 826.80ms 727.71ms 697.83ms 399.25ms 462.15ms
    103s    2978  119154      0 601.88ms 557.32ms 508.30ms 445.91ms 414.71ms 340.26ms 347.52ms
    104s    2953  118130      0 566.76ms 556.79ms 513.28ms 455.87ms 428.34ms 338.69ms 350.02ms
    105s    2566  102653      0 801.64ms 797.44ms 729.28ms 637.53ms 583.53ms 370.15ms 408.92ms
    106s    1320   52836      0 1.07s    1.05s    954.73ms 875.56ms 802.16ms 686.82ms 691.67ms
    108s    1186   47463      0 1.11s    1.10s    1.03s    924.32ms 869.79ms 736.10ms 736.22ms
    108s    1187   47513      0 1.07s    1.05s    947.39ms 863.50ms 836.76ms 762.84ms 732.85ms
    109s    1744   69773      0 892.34ms 892.34ms 843.06ms 790.10ms 713.56ms 412.35ms 459.25ms
    110s    2645  105806      0 742.92ms 577.77ms 504.89ms 478.41ms 448.00ms 337.64ms 354.45ms
    111s    2383   95347      0 1.02s    988.28ms 871.89ms 752.35ms 596.64ms 396.36ms 428.41ms
    112s    1742   69680      0 988.28ms 934.28ms 826.80ms 775.95ms 734.00ms 466.35ms 495.77ms
    113s    2734  109397      0 583.53ms 539.49ms 505.41ms 457.44ms 423.89ms 338.43ms 349.03ms
    114s    2484   99365      0 991.95ms 978.85ms 812.65ms 684.72ms 610.80ms 381.68ms 421.78ms
    115s    1624   64997      0 995.62ms 974.65ms 899.68ms 774.37ms 731.91ms 524.03ms 540.31ms
    116s    2593  103758      0 617.61ms 595.07ms 539.49ms 492.83ms 460.59ms 351.27ms 367.68ms
    117s    2283   91330      0 1.01s    980.42ms 858.78ms 711.98ms 623.90ms 390.07ms 438.20ms
    118s    1738   69526      0 967.84ms 885.52ms 857.21ms 770.70ms 713.03ms 455.87ms 491.58ms
    119s    2590  103620      0 573.57ms 567.28ms 515.64ms 460.85ms 431.75ms 341.57ms 353.70ms
    120s    2940  117609      0 563.61ms 535.82ms 504.63ms 445.12ms 419.17ms 336.33ms 346.42ms
    122s    2635  105418      0 957.35ms 893.91ms 752.88ms 641.20ms 585.63ms 354.16ms 402.85ms
    122s    1720   68809      0 911.74ms 813.69ms 747.11ms 700.97ms 665.85ms 499.38ms 506.73ms
    123s    2757  110316      0 567.28ms 565.18ms 511.71ms 454.56ms 427.03ms 339.21ms 350.83ms
    124s    2984  119370      0 530.06ms 511.71ms 485.49ms 438.04ms 405.80ms 332.66ms 342.59ms
    125s    2865  114638      0 597.69ms 570.95ms 509.87ms 462.16ms 428.87ms 350.75ms 355.90ms
    127s    2426   97040      0 976.75ms 946.86ms 789.58ms 641.20ms 577.24ms 389.81ms 425.20ms
    127s    1554   62193      0 957.87ms 924.32ms 826.80ms 779.09ms 752.88ms 586.68ms 556.74ms
    128s    2597  103912      0 947.91ms 885.52ms 796.92ms 678.95ms 592.97ms 352.58ms 401.81ms
    129s    1296   51843      0 1.08s    1.07s    1.00s    894.96ms 833.62ms 682.10ms 703.36ms
    130s    1676   67066      0 972.55ms 959.97ms 848.30ms 818.41ms 743.96ms 406.59ms 467.91ms
    131s    2636  105475      0 567.28ms 562.04ms 521.14ms 456.65ms 425.46ms 355.47ms 359.91ms
    132s    2942  117694      0 588.78ms 560.46ms 507.77ms 440.66ms 420.22ms 340.79ms 350.22ms
    133s    2922  116903      0 557.84ms 554.70ms 521.93ms 458.75ms 429.92ms 338.95ms 349.90ms
    134s    2850  114000      0 561.51ms 556.27ms 508.04ms 451.94ms 416.55ms 333.71ms 345.99ms
    135s    2918  116748      0 555.22ms 534.77ms 497.03ms 442.50ms 415.24ms 328.99ms 341.86ms
    136s    2566  102664      0 891.29ms 819.99ms 730.86ms 639.11ms 595.59ms 353.89ms 402.21ms
    137s    1815   72627      0 859.83ms 855.11ms 774.37ms 668.47ms 638.58ms 484.70ms 483.94ms
    138s    2193   87732      0 1.05s    1.04s    955.78ms 845.68ms 766.51ms 395.05ms 463.25ms
    139s    1144   45779      0 1.13s    1.12s    1.03s    949.49ms 909.12ms 774.37ms 761.16ms
    140s    1167   46683      0 1.09s    1.07s    970.98ms 847.77ms 811.60ms 717.75ms 693.60ms
    141s    2677  107112      0 597.69ms 595.59ms 526.65ms 470.29ms 436.47ms 360.19ms 362.75ms
    142s    2807  112310      0 611.84ms 588.78ms 520.62ms 460.32ms 427.82ms 343.67ms 354.05ms
    143s    2891  115648      0 567.80ms 539.49ms 501.48ms 447.74ms 417.33ms 331.35ms 345.01ms
    144s    2197   87886      0 1.04s    1.03s    896.01ms 789.05ms 728.24ms 446.69ms 484.19ms
    146s    1372   54885      0 1.28s    1.28s    1.14s    951.06ms 823.13ms 644.35ms 645.29ms
    147s    1077   43086      0 1.22s    1.21s    1.14s    1.08s    1.04s    810.55ms 837.53ms
    147s    1149   45965      0 1.07s    1.07s    1.01s    915.41ms 865.60ms 645.40ms 657.41ms
    148s    1930   77237      0 899.68ms 827.33ms 736.10ms 669.52ms 637.01ms 495.45ms 507.13ms
    149s    2401   96048      0 717.75ms 663.75ms 566.76ms 507.25ms 470.29ms 358.35ms 372.75ms
    150s    2412   96495      0 731.91ms 729.28ms 635.96ms 557.32ms 527.43ms 407.90ms 412.34ms
    151s    1873   74935      0 935.33ms 935.33ms 812.12ms 745.01ms 707.26ms 546.31ms 541.44ms
    152s    1433   57353      0 1.01s    1.01s    921.17ms 838.34ms 785.38ms 616.56ms 637.82ms
    154s    1184   47375      0 1.16s    1.13s    1.02s    879.23ms 831.00ms 743.96ms 727.54ms
    154s    1100   44028      0 1.12s    1.12s    1.01s    947.91ms 899.15ms 803.73ms 768.61ms
    156s    1122   44885      0 1.14s    1.08s    999.82ms 945.29ms 897.06ms 792.20ms 755.39ms
    156s    1077   43108      0 1.25s    1.23s    1.10s    1.03s    1.01s    746.59ms 783.16ms
    157s    1676   67054      0 881.33ms 880.28ms 763.36ms 676.86ms 646.97ms 493.09ms 499.92ms
    158s    1738   69556      0 1.06s    1.05s    957.87ms 853.54ms 778.04ms 484.44ms 519.38ms
    159s    1276   51071      0 1.01s    1.01s    909.64ms 825.75ms 798.49ms 708.31ms 701.47ms
    160s    2129   85186      0 701.50ms 692.06ms 667.42ms 595.07ms 546.31ms 371.20ms 392.55ms
    161s    2976  119079      0 685.24ms 602.41ms 515.11ms 453.51ms 418.91ms 331.87ms 344.90ms
    162s    2589  103570      0 714.60ms 658.51ms 608.17ms 525.34ms 492.57ms 378.80ms 393.17ms
    163s    2915  116637      0 582.48ms 546.83ms 507.51ms 449.84ms 423.10ms 330.83ms 345.82ms
    164s    2767  110689      0 874.51ms 811.60ms 667.42ms 536.61ms 504.37ms 341.57ms 372.71ms
    165s    1492   59707      0 1.04s    1.03s    964.69ms 883.95ms 821.04ms 624.43ms 645.29ms
    167s    1189   47582      0 1.10s    1.09s    1.03s    898.63ms 875.04ms 781.19ms 730.69ms
    167s    1100   44014      0 1.13s    1.12s    1.01s    962.59ms 948.44ms 793.25ms 775.99ms
    169s    1146   45866      0 1.29s    1.29s    1.12s    991.95ms 946.86ms 781.19ms 761.51ms
    169s    1150   46007      0 1.16s    1.15s    1.02s    976.75ms 941.10ms 720.37ms 680.49ms
    170s    2010   80406      0 1.05s    1.00s    945.82ms 800.59ms 722.99ms 473.69ms 504.99ms
    172s    1127   45082      0 1.22s    1.21s    1.13s    1.00s    975.70ms 798.49ms 797.00ms
    172s    1211   48466      0 994.05ms 985.14ms 953.16ms 862.98ms 794.82ms 585.63ms 613.58ms
    174s    1515   60606      0 1.20s    1.18s    1.04s    914.36ms 888.14ms 607.13ms 652.73ms
    175s     964   38581      0 1.25s    1.23s    1.14s    1.10s    1.07s    835.19ms 861.56ms
    175s    1091   43678      0 1.07s    1.07s    1.05s    1.01s    972.03ms 757.07ms 793.02ms
    177s    1108   44337      0 1.19s    1.18s    1.03s    984.61ms 958.92ms 748.68ms 776.92ms
    177s    1036   41473      0 1.13s    1.10s    1.03s    974.65ms 951.06ms 771.75ms 776.82ms
    179s    1178   47154      0 1.20s    1.16s    1.07s    1.02s    987.76ms 682.62ms 759.96ms
    180s     950   38008      0 1.20s    1.20s    1.14s    1.06s    999.29ms 784.86ms 827.56ms
    180s    1219   48785      0 1.18s    1.16s    1.04s    977.80ms 942.67ms 705.69ms 764.20ms
    182s    1018   40753      0 1.22s    1.15s    1.05s    1.02s    989.86ms 816.32ms 793.54ms
    182s    1043   41746      0 1.13s    1.13s    1.07s    1.02s    983.56ms 770.70ms 797.23ms
    183s    1677   67108      0 899.15ms 842.01ms 773.32ms 745.01ms 704.64ms 462.95ms 496.65ms
    184s    2900  116007      0 678.43ms 579.34ms 526.65ms 458.49ms 424.15ms 348.65ms 356.43ms
    185s    2623  104951      0 671.61ms 666.37ms 619.71ms 530.58ms 474.22ms 368.05ms 380.64ms
    186s    2540  101602      0 622.85ms 605.55ms 521.40ms 474.74ms 447.48ms 362.28ms 368.17ms
    187s    1941   77669      0 906.49ms 869.79ms 793.77ms 722.47ms 687.87ms 509.08ms 513.23ms
    188s    2559  102364      0 590.35ms 568.85ms 522.19ms 471.60ms 438.57ms 346.55ms 358.37ms
    189s    2873  114937      0 641.73ms 621.81ms 551.03ms 490.47ms 465.04ms 354.68ms 366.88ms
    190s    2487   99502      0 720.37ms 645.40ms 574.62ms 488.90ms 463.99ms 376.70ms 384.22ms
    191s    2473   98922      0 811.07ms 802.16ms 656.41ms 565.71ms 535.56ms 359.66ms 389.31ms
    192s    2142   85705      0 974.13ms 935.85ms 792.20ms 629.67ms 570.95ms 424.94ms 442.97ms
    193s    1199   47978      0 1.27s    1.23s    1.09s    1.01s    970.46ms 795.87ms 783.13ms
    195s    1057   42302      0 1.17s    1.14s    1.06s    1.02s    994.57ms 745.54ms 794.64ms
    195s    1098   43931      0 1.16s    1.14s    1.05s    1.01s    983.56ms 702.55ms 725.45ms
    196s    1727   69110      0 1.03s    997.20ms 946.86ms 848.82ms 795.87ms 459.80ms 520.01ms
    198s    1271   50869      0 1.08s    1.00s    926.42ms 862.98ms 822.61ms 642.25ms 656.92ms
    198s    1378   55122      0 1.07s    1.04s    974.13ms 858.26ms 812.12ms 603.46ms 597.13ms
    199s    2998  119927      0 637.01ms 590.35ms 524.03ms 465.57ms 442.24ms 326.63ms 348.46ms
    201s    2017   80710      0 1.17s    1.17s    1.04s    861.93ms 802.16ms 445.64ms 515.29ms
    202s    1016   40656      0 1.24s    1.23s    1.11s    1.02s    995.62ms 836.76ms 822.92ms
    203s    1009   40371      0 1.24s    1.21s    1.10s    1.06s    1.03s    757.60ms 817.45ms
    204s    1131   45258      0 1.13s    1.10s    1.02s    944.24ms 914.88ms 711.46ms 748.08ms
    204s    1047   41908      0 1.13s    1.13s    1.00s    934.81ms 907.54ms 786.43ms 758.85ms
    205s    1952   78096      0 799.54ms 770.70ms 671.09ms 622.85ms 592.45ms 459.28ms 447.41ms
    206s    1810   72416      0 945.82ms 919.60ms 819.46ms 740.82ms 695.21ms 544.74ms 548.54ms
    207s    2584  103369      0 697.83ms 675.28ms 540.02ms 481.82ms 449.58ms 344.98ms 361.69ms
    208s    2944  117779      0 536.61ms 513.80ms 488.64ms 447.48ms 422.31ms 336.86ms 348.53ms
    209s    3018  120736      0 549.45ms 527.17ms 491.26ms 428.87ms 410.78ms 326.37ms 339.88ms
    210s    3011  120466      0 508.30ms 499.91ms 468.98ms 425.20ms 402.92ms 331.09ms 338.56ms
    211s    3040  121619      0 547.36ms 537.40ms 490.73ms 435.95ms 406.06ms 329.78ms 340.39ms
    212s    2793  111735      0 587.73ms 553.65ms 518.78ms 465.57ms 431.49ms 349.70ms 358.11ms
    213s    2895  115835      0 795.87ms 781.71ms 657.98ms 475.27ms 437.26ms 343.93ms 360.07ms
    214s    1547   61896      0 1.06s    1.02s    941.62ms 856.16ms 801.11ms 666.89ms 660.18ms
    215s    1089   43577      0 1.13s    1.12s    1.07s    953.16ms 905.97ms 799.01ms 779.80ms
    216s    1261   50452      0 1.14s    1.13s    967.31ms 903.87ms 879.76ms 673.19ms 721.75ms
    217s    1071   42864      0 1.17s    1.08s    1.01s    941.62ms 903.35ms 818.94ms 777.36ms
    219s    1116   44676      0 1.11s    1.11s    1.01s    932.18ms 904.92ms 793.25ms 776.25ms
    220s    1121   44856      0 1.10s    1.10s    1.02s    915.93ms 886.57ms 763.36ms 745.61ms
    220s    1170   46835      0 1.08s    1.07s    1.01s    881.33ms 860.88ms 682.62ms 665.45ms
    221s    2885  115431      0 567.80ms 540.02ms 510.92ms 450.36ms 418.64ms 346.55ms 349.70ms
    222s    2928  117158      0 598.21ms 574.62ms 517.47ms 459.01ms 427.03ms 336.59ms 350.64ms
    223s    2737  109517      0 626.00ms 619.71ms 562.56ms 502.01ms 461.90ms 358.61ms 369.96ms
    224s    2590  103621      0 680.00ms 626.00ms 561.51ms 512.75ms 481.03ms 371.98ms 382.31ms
    225s    2765  110630      0 608.17ms 551.03ms 506.20ms 459.80ms 423.62ms 341.84ms 350.34ms
    226s    2881  115249      0 591.40ms 558.37ms 506.46ms 457.70ms 426.25ms 349.70ms 358.53ms
    227s    2817  112715      0 623.38ms 601.88ms 526.91ms 470.55ms 445.91ms 347.08ms 359.70ms
    228s    2825  113017      0 648.02ms 587.20ms 548.41ms 477.36ms 457.70ms 342.88ms 361.43ms
    229s    2639  105565      0 590.87ms 553.65ms 508.56ms 456.39ms 425.20ms 347.60ms 354.75ms
    230s    2953  118122      0 588.25ms 569.38ms 512.75ms 455.34ms 422.58ms 337.12ms 348.75ms
    231s    2568  102750      0 1.05s    1.01s    886.57ms 650.12ms 570.43ms 358.88ms 403.54ms
    232s    1310   52430      0 1.07s    1.05s    932.18ms 843.58ms 819.46ms 687.87ms 683.58ms
    233s    2205   88209      0 708.84ms 651.69ms 592.97ms 525.60ms 479.99ms 363.33ms 381.85ms
    234s    1973   78950      0 1.08s    1.06s    925.89ms 820.51ms 737.67ms 487.06ms 514.11ms
    235s    1266   50679      0 1.04s    1.03s    958.92ms 859.83ms 818.94ms 725.61ms 715.56ms
    237s    1014   40563      0 1.28s    1.21s    1.17s    1.08s    1.01s    802.68ms 802.53ms
    238s    1018   40739      0 1.57s    1.57s    1.44s    1.27s    1.18s    864.03ms 905.86ms
    239s    1049   41972      0 1.28s    1.20s    1.14s    1.08s    1.05s    797.97ms 842.09ms
    240s     935   37433      0 1.16s    1.16s    1.13s    1.08s    1.05s    751.83ms 830.01ms
    240s    1021   40853      0 1.15s    1.12s    1.07s    1.03s    994.05ms 742.39ms 808.79ms
    242s    1159   46378      0 1.17s    1.10s    1.04s    973.60ms 934.28ms 796.92ms 765.00ms
    242s    1027   41100      0 1.09s    1.09s    1.02s    988.81ms 968.36ms 789.58ms 790.66ms
    244s    1295   51827      0 1.11s    1.11s    992.48ms 894.44ms 865.60ms 699.92ms 710.14ms
    244s    1329   53189      0 944.24ms 939.00ms 849.87ms 758.12ms 720.90ms 559.42ms 569.36ms
    245s    1617   64712      0 964.69ms 953.16ms 834.67ms 754.45ms 716.70ms 584.06ms 587.91ms
    246s    2018   80728      0 916.98ms 873.99ms 793.77ms 703.59ms 655.36ms 431.49ms 462.05ms
    248s    1279   51164      0 1.13s    1.05s    980.94ms 875.56ms 831.52ms 735.05ms 710.81ms
